airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
ag13,ok,,27.38215367,173650593.58,119678.91133,804380.17838,105390395.47,52184.20079,11459563.208,-3.3740859611e-25,1.4599505238e-24,-7.0824863579e-24,-2.8679249847e-07,1.6422829035e-08,3.7758590517e-09,1.9176242807e-07,1.1069233596e-23,-1.3354023991e-25,1.8785707898e-07,-1.1216239279e-23,7.6299955102e-24,-2.0634726664e-23,-5.0961247717e-24,6.4114759912e-09,0.18929802161,0.015029373922,-0.022482530698,0.022949918625
ag14,ok,,27.083019885,171764372.69,97473.298509,725599.027,104720693.04,43263.675014,11193767.528,-3.9213298101e-25,1.5322935883e-24,-7.759383842e-24,-3.7338502014e-07,1.6822515347e-08,6.0211857769e-09,2.521946732e-07,1.1679902698e-23,-1.7484928325e-25,2.2518269967e-07,-1.5043605134e-23,7.8758575476e-24,-2.9265830602e-23,-6.0068319688e-24,-1.4797785632e-08,0.18563145063,0.016035172286,-0.021949300504,0.024582246663
ag16,ok,,28.210624109,178875430.16,194705.3074,1075476.7857,107129988.99,84007.0051,12248770.562,-2.488230727e-25,1.3539756981e-24,-5.5450135767e-24,-1.6051133017e-07,1.5933372376e-08,3.1034859388e-10,1.0947762959e-07,9.1908823041e-24,-6.930704847e-26,1.0450862967e-07,-5.3327414364e-24,6.9424363085e-24,-9.0886065291e-24,-3.0995537184e-24,2.6005788869e-08,0.19945848794,0.013919893691,-0.020348384865,0.021315875522
ag17,ok,,27.903387508,176937626.56,157259.15586,939322.96942,106482773.7,68365.995481,11942380.975,-2.9868888279e-25,1.444494191e-24,-6.1529042525e-24,-2.1745481184e-07,1.6116687449e-08,1.3838616322e-09,1.4764506463e-07,9.9522699646e-24,-9.5694138595e-26,1.1443393877e-07,-7.7835306537e-24,7.3142121863e-24,-1.3723123029e-23,-3.7932402263e-24,1.8507894452e-08,0.19575723251,0.015114232728,-0.017995784613,0.023218538231
ag23,ok,,29.283295178,185647926.19,362806.90383,1598994.8238,109437080.84,155116.27542,13418115.031,-2.1851341305e-25,1.3851732127e-24,-3.9524636708e-24,-1.0480608596e-07,1.5751205063e-08,-2.0603882687e-09,6.9951133094e-08,7.069009592e-24,-3.805481478e-26,-5.4708648704e-08,-1.794155685e-24,6.0282044614e-24,-3.1090673273e-24,-1.3773440369e-24,6.355420419e-09,0.21273764525,0.016466868856,0.019848675449,0.025378754017
ag18,ok,,27.52763494,174567982.49,123868.49478,823310.59768,105681417.5,54647.034479,11586042.528,-3.5816474462e-25,1.5476358088e-24,-6.8807673948e-24,-2.9724319436e-07,1.6357130621e-08,2.4494864303e-09,2.0267928526e-07,1.0735526722e-23,-1.3311279343e-25,1.2021711481e-07,-1.1512950583e-23,7.6452912044e-24,-2.1315822966e-23,-4.7443232375e-24,8.5331319042e-09,0.19112028291,0.016332584026,-0.014891113058,0.025105577988
ag24,ok,,29.086454957,184404447.45,313462.95046,1448101.6655,108994747.26,134715.37026,13190468.766,-2.3633846175e-25,1.4059925689e-24,-4.2665598542e-24,-1.2139792606e-07,1.5792672319e-08,-1.8493447538e-09,8.176068752e-08,7.50096176e-24,-4.5473663755e-26,-3.5719243323e-08,-2.4110981336e-24,6.2829746762e-24,-4.1797368106e-24,-1.6422436291e-24,9.6830042691e-09,0.21040120203,0.016628652889,0.0111966594,0.025628946341
ag25,ok,,28.753206895,182301041.4,242653.89864,1227020.6143,108257874.31,105753.30761,12816962.759,-2.8784825954e-25,1.47840778e-24,-4.8509127387e-24,-1.6830785113e-07,1.5930630006e-08,-1.3479750716e-09,1.1464739592e-07,8.2485855169e-24,-6.5977652964e-26,-1.7653088809e-08,-4.0165984167e-24,6.7267656436e-24,-7.1472777274e-24,-2.171098015e-24,9.6527032278e-09,0.20638415353,0.018009808914,0.0042835908225,0.027819637589
ag19,ok,,27.207139715,172546986.87,102103.38617,751703.95668,104981208.12,45849.714226,11298335.901,-4.0923249914e-25,1.6390327505e-24,-7.4984495281e-24,-3.7697413989e-07,1.6616264716e-08,3.0473259366e-09,2.5995968827e-07,1.1267018172e-23,-1.7112167728e-25,1.135178727e-07,-1.534549039e-23,7.8412103641e-24,-2.9844616182e-23,-5.6535818473e-24,-3.1158975319e-09,0.18712765698,0.017257423318,-0.011590559193,0.026542764441
ag26,ok,,28.414130976,180165842.72,188134.37633,1062043.6053,107578873.4,83702.419786,12463567.589,-3.4050143189e-25,1.5415247931e-24,-5.4931692834e-24,-2.2624714081e-07,1.6145718351e-08,-1.1496091757e-10,1.5753974428e-07,8.9330020827e-24,-9.422300459e-26,7.0045874518e-09,-6.5029767989e-24,7.0645896748e-24,-1.1851679128e-23,-2.8805764171e-24,3.6508503425e-09,0.20209493584,0.018999192124,-0.0013178036917,0.029638641538
ag27,ok,,28.026379117,177726039.41,140173.32928,926394.37251,106835093.0,64636.492998,12088612.361,-4.0397372857e-25,1.6089487882e-24,-6.2961209068e-24,-3.1006418892e-07,1.6371107122e-08,1.6114266125e-09,2.2451649983e-07,9.5460620109e-24,-1.3656291195e-25,4.6169761258e-08,-1.0895474738e-23,7.2742719662e-24,-2.0565458697e-23,-3.9411154833e-24,-2.9183872932e-09,0.19719691304,0.020004264386,-0.0064717691474,0.031471225259
ag35,ok,,30.232572909,191711025.43,365461.66254,1511444.8406,112493236.59,157465.85088,14702978.959,-4.1492540861e-25,1.5075502132e-24,-3.7975527019e-24,-2.5184002995e-07,2.4236997967e-08,1.9622222749e-08,1.3505909361e-07,6.7747227066e-24,-8.3364402826e-26,-6.0361720997e-08,-1.5077430707e-24,6.0826545441e-24,-2.6378614244e-24,-1.0000564866e-24,-2.2154401782e-07,0.22674272514,0.031785295092,0.022059894909,0.049358920891
ag36,ok,,30.201895337,191524157.57,316112.35655,1316206.3341,112496638.45,135894.44877,14674510.954,-4.1743476005e-25,1.6137223637e-24,-4.0774397175e-24,-2.7269645144e-07,2.4269851182e-08,2.0773788685e-08,1.4602821147e-07,7.2758911904e-24,-8.4032958323e-26,-6.6709989342e-08,-1.7325611491e-24,6.5091376265e-24,-3.1129238613e-24,-1.0716524884e-24,-2.36310028e-07,0.22727003165,0.029790602834,0.021087851937,0.046161322051
ag37,ok,,30.330762912,192365418.19,281708.91803,1161068.9689,113007507.56,120491.87879,14870543.444,-4.1682923094e-25,1.7125784408e-24,-4.3007553224e-24,-2.9068809399e-07,2.4088104772e-08,2.2122546142e-08,1.5446904512e-07,7.6990559821e-24,-8.0683607008e-26,-6.46823403e-08,-1.8975185557e-24,6.8955966845e-24,-3.4472598165e-24,-1.0860686272e-24,-2.4622840568e-07,0.22963722333,0.028237638165,0.018221592101,0.043515307569
ag38,ok,,30.429838204,193029990.67,237127.41107,963113.92708,113465956.61,100176.76714,15034809.111,-4.1704935342e-25,1.9584909875e-24,-4.6593295334e-24,-3.1879882254e-07,2.348739457e-08,2.0208062023e-08,1.6687594952e-07,8.4299173253e-24,-7.8849715282e-26,-1.3431626637e-07,-2.4525772948e-24,7.5399521028e-24,-4.4972056353e-24,-1.1717182345e-24,-2.5133384306e-07,0.2322237389,0.02610602071,0.03185006851,0.039570861881
ag44ct02r,ok,,29.039189755,184082066.47,222673.04444,1091484.5964,109184965.34,95628.037351,13175497.402,-2.4381214459e-25,1.4546329119e-24,-5.0920325073e-24,-1.6125649926e-07,1.7221608929e-08,7.7641748168e-09,1.0377534364e-07,8.7255992391e-24,-6.8682338483e-26,5.8593676457e-08,-2.8920273827e-24,7.0082675448e-24,-5.2778754486e-24,-2.1826613601e-24,-8.0207530241e-08,0.2105936808,0.013806188533,-0.013047232321,0.023107971706
ag45c03,ok,,28.17906109,178676740.93,186294.76016,1054676.7062,107090175.43,80791.801497,12223317.882,-3.5126456339e-25,1.3035912239e-24,-5.6729355023e-24,-2.4447393012e-07,1.4882420117e-08,-2.254640285e-09,1.4533971065e-07,9.3673269593e-24,-8.6471867655e-26,1.4188317976e-07,-3.6966356729e-24,6.8854483747e-24,-7.122883835e-24,-3.3652603694e-24,6.6999315568e-08,0.19808274596,0.020824324469,-0.026432092945,0.027076026538
ag455ct02r,ok,,28.328563827,179616211.84,164623.2528,901836.04169,107543307.04,70219.549296,12393797.168,-2.6615516408e-25,1.4609693719e-24,-6.0234261488e-24,-2.0589775899e-07,1.7868094231e-08,1.0553124022e-08,1.2986673413e-07,1.0064382708e-23,-9.917409057e-26,1.2618397982e-07,-4.3027424057e-24,7.5526854457e-24,-8.1377383918e-24,-3.2425573488e-24,-1.1247468662e-07,0.20128529071,0.012869119716,-0.020772817209,0.021379084202
ag45ct02r,ok,,28.590180663,181250667.33,190914.29383,1001968.3156,108119276.58,81769.123391,12670730.876,-2.5058633986e-25,1.4326852864e-24,-5.5703920367e-24,-1.7897603169e-07,1.7572358559e-08,9.2212267443e-09,1.1441155637e-07,9.3880080833e-24,-8.4909778179e-26,9.3205887537e-08,-3.5972528025e-24,7.2149666013e-24,-6.6563303013e-24,-2.8000306162e-24,-9.7199949397e-08,0.20461643797,0.013009258234,-0.0177943362,0.021842801491
ag46c03,ok,,27.84806888,176576781.9,141559.16648,821979.08714,106348798.52,59754.260241,11879601.559,-3.6176487416e-25,1.5288559842e-24,-6.5328317683e-24,-2.9105334492e-07,1.4312337914e-08,-7.4057108401e-09,1.6679856781e-07,1.0981190018e-23,-8.4460420182e-26,9.702515705e-08,-5.2441067537e-24,7.7672127047e-24,-1.0074297074e-23,-4.1539576789e-24,1.1966161623e-07,0.19473896604,0.018785082986,-0.01373480036,0.02361186623
ag46ct02r,ok,,28.205544236,178835367.22,143997.97589,802082.62658,107296946.81,60844.252167,12268468.718,-2.6218732291e-25,1.5478850027e-24,-6.4586043114e-24,-2.1763490919e-07,1.7870640964e-08,1.0344605662e-08,1.3588357174e-07,1.0822047493e-23,-1.0195723028e-25,1.2291224287e-07,-4.9705260012e-24,7.9611380341e-24,-9.4252866085e-24,-3.6036245166e-24,-1.1725736641e-07,0.20018490178,0.011814231146,-0.017699114186,0.019566959287
ag52,ok,,29.881217058,189397584.33,331865.47821,1356741.585,111321379.11,139680.52446,14199198.142,-1.8385884236e-25,1.560665514e-24,-4.083552859e-24,-9.6605294585e-08,1.5948349244e-08,2.079854258e-10,6.3304343195e-08,7.4610889116e-24,-2.9973723778e-26,-7.7782415192e-08,-1.4619455027e-24,6.4770235203e-24,-2.5106514336e-24,-1.1707048626e-24,-1.976511496e-08,0.22266498726,0.012879243497,0.025813298414,0.021008526127
ag53,ok,,29.741109895,188516719.75,303840.44945,1279804.7216,110975600.42,128189.26488,14025640.422,-1.9566609306e-25,1.5712601552e-24,-4.2827407931e-24,-1.0780350188e-07,1.6097325798e-08,8.6610099242e-10,7.0485897863e-08,7.7468444135e-24,-3.5237228878e-26,-6.6676946239e-08,-1.7573157752e-24,6.639134952e-24,-3.035760899e-24,-1.3339749781e-24,-2.5227620274e-08,0.22088320579,0.013105073548,0.020259153313,0.021416466886
ag47ct02r,ok,,27.264035651,172881102.82,91761.15249,595552.75168,105178115.59,37380.538401,11359325.12,-2.6455432154e-25,1.7064179183e-24,-8.2685272653e-24,-2.7827057325e-07,1.8059378388e-08,8.7929280267e-09,1.6572152497e-07,1.3750421966e-23,-1.3485792358e-25,6.448077685e-08,-9.9053292436e-24,8.8029820613e-24,-1.8100960274e-23,-6.0057048431e-24,-1.407865764e-07,0.18850150423,0.0094101426142,-0.0059168303972,0.015206798124
ag54,ok,,29.389567113,186306432.27,251246.82749,1139350.676,110119729.79,106652.68841,13600937.309,-2.2308299469e-25,1.5778836223e-24,-4.7482481466e-24,-1.3564193501e-07,1.6458298883e-08,2.5040288325e-09,8.8559831698e-08,8.3800439677e-24,-4.9454882433e-26,-3.4445782146e-08,-2.6022026712e-24,6.9542093244e-24,-4.5575929667e-24,-1.7706599549e-24,-3.8446143745e-08,0.21627987285,0.013579976503,0.0086543934844,0.022250376757
ag47c03,ok,,26.824340706,170101146.86,93485.826839,639545.12652,104021646.42,38127.095217,10946277.495,-3.8155644459e-25,1.6626329098e-24,-8.1978469404e-24,-3.8270875637e-07,1.3134935733e-08,-1.5005963112e-08,2.096264898e-07,1.3694595757e-23,-9.7289849868e-26,2.3788769125e-08,-1.0456401158e-23,8.2937383137e-24,-1.9223138853e-23,-6.8270310002e-24,2.4030218435e-07,0.18214842319,0.016261791413,-0.0022239127512,0.019597105727
ah21-7,ok,,30.391570563,192610351.54,449787.57901,1605544.3597,112632202.4,185392.10363,14855637.972,-1.9979352933e-25,1.7443971327e-24,-3.4296515303e-24,-8.4997476915e-08,1.4955274648e-08,-8.9069149646e-09,5.58863976e-08,6.6283326095e-24,-1.3467712034e-26,-2.1787259642e-07,-9.8462285695e-25,6.1145016306e-24,-1.6280482423e-24,-5.9438835137e-25,3.0919446318e-08,0.22940078168,0.017073405184,0.097996387677,0.025137007476
ah21-9,ok,,29.892969756,189451070.15,255991.28652,965313.30061,111324856.92,103902.27075,14203752.484,-2.0866721138e-25,2.2733463199e-24,-4.5801139132e-24,-1.1827898296e-07,1.5291088228e-08,-1.29149085e-08,7.6185112042e-08,8.8712147281e-24,-1.6845684718e-26,-4.0789714294e-07,-2.0821510601e-24,7.9154336826e-24,-3.6205881218e-24,-1.0071969591e-24,4.8047262875e-08,0.22557233556,0.013415898399,0.10441811439,0.019502724846
ag55,ok,,28.735036571,182194833.75,177418.17494,920757.97247,108621125.68,75955.99796,12859789.089,-2.8218014917e-25,1.6327440831e-24,-5.7033647279e-24,-2.0610564596e-07,1.7281473744e-08,5.740244811e-09,1.3337181716e-07,9.6593995486e-24,-8.3865076274e-26,1.105349761e-08,-5.06501719e-24,7.5600711159e-24,-9.1136944933e-24,-2.7530102619e-24,-7.2546220093e-08,0.20762435169,0.014511326542,-0.0019610913726,0.02366258439
ah63k127,ok,,30.231923656,191603845.2,821511.64545,3255729.1483,111084133.76,367767.79811,14502655.209,-2.3600953718e-25,1.2614747481e-24,-2.5667738671e-24,-7.3228179622e-08,1.5700758065e-08,-5.2938176024e-09,5.2716299647e-08,4.6966320886e-24,-3.2271349111e-26,-1.4375836487e-07,-4.9402752123e-25,4.284466861e-24,-1.0404090555e-24,-6.1138811841e-25,-1.0182768367e-08,0.22372231511,0.026093525425,0.11809917088,0.043307054065
ah6407,ok,,30.508613232,193652618.37,195913.97742,1632904.806,113219016.15,122966.07856,15121813.614,-5.6290805652e-25,1.6913538287e-24,-4.689378739e-24,-3.3369032377e-07,1.765990505e-08,-1.3137241601e-08,3.4046091196e-07,5.1570201714e-24,-1.4200090411e-25,-2.5533452879e-07,-5.9424973274e-24,5.2415923076e-24,-1.6378683021e-23,-1.9057222977e-24,-5.6668605473e-08,0.23187457482,0.039418745075,0.050023603107,0.066701051419
ah7476,ok,,30.512068076,193685886.74,152139.68428,1684244.4703,113171273.24,113313.82193,15127372.815,-6.4038954485e-25,2.0013410314e-24,-4.9561695389e-24,-3.9736148044e-07,1.4987613492e-08,-4.9854074463e-08,4.8587204721e-07,4.1552955072e-24,-1.9367602948e-25,-6.6892012658e-07,-6.2054542716e-24,5.0539253265e-24,-2.5098361319e-23,-2.4703446181e-24,7.158816844e-09,0.23159917569,0.045214449618,0.10176929687,0.073920419863
ah79100c,ok,,30.724272965,194721604.89,527902.76132,2737276.7982,112471451.02,276781.52318,15170195.445,-4.709468318e-25,1.3526303504e-24,-3.0387087984e-24,-1.6622508477e-07,1.3325398148e-08,-1.6554577851e-08,1.4588024702e-07,4.6648029003e-24,-4.7115022444e-26,-1.6697911219e-07,-1.3589142855e-24,4.4812210756e-24,-3.0797074069e-24,-6.1120227629e-25,3.6322698386e-08,0.22747953867,0.048299959742,0.088148734408,0.077010585223
ah79k132,ok,,30.531601234,193499432.1,940246.21941,3577060.7426,111883137.97,417791.56452,14898323.808,-2.1142929949e-25,1.1822146157e-24,-2.3873427764e-24,-6.4539501016e-08,1.5938202127e-08,-2.1144909413e-09,4.5305699243e-08,4.4117402812e-24,-2.8735986835e-26,-1.1786122263e-07,-2.8584688193e-25,4.0725196612e-24,-6.1422896882e-25,-4.8095112995e-25,-2.78704743e-08,0.22622326086,0.024333299233,0.11081856899,0.042598512431
ah79k135,ok,,30.525051464,193457536.78,976248.84915,3608806.7726,111934299.0,427089.66697,14898458.172,-1.7448569632e-25,1.1707487261e-24,-2.3471468391e-24,-5.2708676345e-08,1.5715441848e-08,-1.5603837414e-09,3.6247955263e-08,4.4087436418e-24,-2.3093915304e-26,-1.1170868456e-07,-2.2607450059e-25,4.0631790678e-24,-4.8365820389e-25,-4.6311970509e-25,-2.2465959328e-08,0.22657893324,0.020339238856,0.10905547474,0.035387024609
ah80129,ok,,30.56333254,193718905.9,868777.35087,3410396.0879,111985202.5,394581.99951,14945564.525,-2.3832993805e-25,1.2671961078e-24,-2.4664610769e-24,-7.3954304587e-08,1.6281610089e-08,-3.4856760763e-09,5.4942837817e-08,4.4841968603e-24,-2.902558848e-26,-1.4670095852e-07,-3.9400826811e-25,4.1583534303e-24,-9.2836954818e-25,-4.6133838963e-25,-3.2739675579e-08,0.22901747656,0.026226974593,0.12745047012,0.047733093088
ah80140,ok,,30.566838382,193746157.99,877496.81328,3856709.2041,111975943.25,414682.06516,14949298.5,-2.3549897082e-25,8.2634762165e-25,-2.4910287762e-24,-7.5648237902e-08,1.6501310744e-08,5.6927971858e-09,5.5623091992e-08,4.1990606389e-24,-4.8807711584e-26,2.1652462686e-09,-4.0493023861e-25,3.7411452013e-24,-7.3726120046e-25,-6.9659230489e-25,-5.802640657e-08,0.21932401818,0.026108038606,-0.0018999967007,0.048809085967
ah81k144,ok,,30.660047999,194336794.73,1106908.0504,4278073.7858,111903341.5,502564.68334,15031723.736,-2.205611334e-25,1.0811876953e-24,-2.1948519462e-24,-5.8525986286e-08,1.5464777235e-08,-3.4882257981e-09,4.4133716206e-08,3.997201258e-24,-2.7568953022e-26,-1.0049783874e-07,-3.4317475291e-25,3.6994349048e-24,-6.6021444579e-25,-4.575277871e-25,-1.3927870055e-08,0.22629255271,0.027830534632,0.11124186674,0.048851965762
ah81k144wfKlappe,ok,,32.164648415,204003612.56,1551236.8188,7134901.1368,115203090.08,791253.34354,17072890.663,-4.7627655406e-26,3.3457726341e-25,-1.8406986231e-24,-1.1756741741e-08,1.2848388654e-08,1.7479708701e-09,8.2821944634e-09,2.8656973323e-24,-8.325968516e-27,7.8391101867e-08,-7.8217888362e-26,2.4940490881e-24,-1.1575917626e-25,-5.0854332773e-25,-6.2829067687e-09,0.21835558833,0.0082172475353,-0.12160316348,0.012847644992
ah83159,ok,,30.418121218,192779821.03,1367023.8773,5064870.3761,110824687.31,601795.60749,14651696.856,-1.869807755e-25,1.0192603662e-24,-1.9877938872e-24,-4.716089095e-08,1.5496658108e-08,-2.6268269068e-09,3.1575923111e-08,3.7548710627e-24,-2.3434070356e-26,-9.4399175971e-08,-1.956272237e-25,3.471592021e-24,-3.9192725408e-25,-4.0960661707e-25,-1.4012896356e-08,0.22120847286,0.026517754907,0.12904592755,0.043165040841
ah85l120,ok,,30.383126234,192570584.61,812705.58411,2780843.9086,112181953.18,334987.46833,14792679.531,-1.2757144984e-32,1.456517626e-24,-2.587669145e-24,2.9699943833e-16,1.5487125438e-08,-3.3878789285e-16,7.9644869308e-16,5.1162468721e-24,-1.2681875503e-31,-1.9076631818e-07,-1.2778005562e-30,4.6833294033e-24,1.9918690042e-30,-5.0360784241e-25,2.27931984e-15,0.22909608346,7.543375441e-11,0.15503685204,6.4727830033e-10
ah88k136,ok,,31.035932958,196694980.49,1025553.7702,3648393.8608,113379094.39,453669.45033,15601778.439,-1.6409227571e-25,1.2285876092e-24,-2.2580949769e-24,-5.092772317e-08,1.5999818602e-08,2.7273997583e-10,3.5891460574e-08,4.2531762296e-24,-1.9367575043e-26,-1.287550251e-07,-1.1241208576e-25,4.0057220123e-24,-2.9167323638e-25,-3.1637827403e-25,-4.2897819822e-08,0.23406487567,0.01855635647,0.13204520142,0.03680862271
ah93156,ok,,30.868216846,195632378.44,1398586.0084,4992330.6972,112382761.76,613791.211,15301658.716,-1.7437949942e-25,1.0086056484e-24,-1.9442537749e-24,-4.4294607966e-08,1.5368630084e-08,-1.3191348218e-09,3.0712666869e-08,3.6783705922e-24,-1.9672426769e-26,-8.5399860545e-08,-1.6309578662e-25,3.4474723608e-24,-3.0941517991e-25,-3.2374993472e-25,-2.107290702e-08,0.22635787168,0.024264075435,0.11943905008,0.042954306165
ah93157,ok,,30.926384149,196000911.55,1399618.885,4964501.7933,112606890.6,613568.36529,15390017.497,-1.7251092364e-25,1.0018966153e-24,-1.9405733535e-24,-4.4214220636e-08,1.5343236342e-08,-1.0208276735e-09,3.0365582703e-08,3.6751757121e-24,-1.8852261952e-26,-8.1971825445e-08,-1.5500741071e-25,3.4504551698e-24,-2.9306387842e-25,-3.1131637485e-25,-2.2010937139e-08,0.22689808371,0.02406871284,0.11472931493,0.042500243007
ah93k130,ok,,30.904643691,195882593.61,948132.76195,3508634.254,113002451.83,425857.88229,15421697.106,-1.9929669532e-25,1.2509594374e-24,-2.3474940304e-24,-6.1890176656e-08,1.6231519014e-08,-7.3607425915e-10,4.5693176886e-08,4.3408667348e-24,-2.219798377e-26,-1.3699014985e-07,-2.3476805508e-25,4.0948928367e-24,-5.1871031535e-25,-3.382866733e-25,-4.500631969e-08,0.23192966725,0.021919470848,0.12988484914,0.043323198003
ah93k131,ok,,30.883381145,195747532.39,940849.34482,3512103.686,112917636.99,424260.23915,15388567.913,-1.995432587e-25,1.2269582539e-24,-2.3586951529e-24,-6.2628448205e-08,1.6347871372e-08,6.399431592e-11,4.6179658357e-08,4.3423885642e-24,-2.3317493972e-26,-1.2817113135e-07,-2.2741827264e-25,4.0889713035e-24,-5.1083072123e-25,-3.4814967529e-25,-4.9145912414e-08,0.23136273296,0.021756426774,0.12058972495,0.043448101309
ah93k132,ok,,30.741463348,194853038.36,981334.73091,3626496.1687,112373130.3,437777.46633,15175491.299,-1.9488325887e-25,1.2352599859e-24,-2.3128858859e-24,-5.9709633613e-08,1.6246077567e-08,-8.391219275e-10,4.3221371836e-08,4.312829131e-24,-2.152086048e-26,-1.3473262011e-07,-2.0901889071e-25,4.0639098051e-24,-4.9053652675e-25,-3.309754271e-25,-4.2205622709e-08,0.2297133742,0.02190289605,0.1322177995,0.0424146333
