airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
2032c,ok,,3.2279897594,33333599.301,40656.148278,317719.69721,15016482.839,33226.437934,2852713.941,-6.4432034756e-08,2.7360567849e-09,-6.0518013904e-07,-1.5998788446e-06,1.3453565351e-07,8.6047212654e-08,2.0149708405e-06,7.6022756972e-07,-2.8460552987e-08,-4.0308831536e-08,-8.8799410495e-07,-1.5502742227e-07,1.1374411e-05,-3.469814277e-07,-9.1760775025e-07,0.24427947414,0.045753551401,0.0016388018318,0.081920953268
a18,ok,,3.1991745073,33036040.716,45385.101062,225565.69969,15066099.449,27224.085426,2805492.2099,-5.0687831541e-08,4.1514431971e-08,-5.6010988764e-07,-1.4838196783e-06,1.1257927118e-07,-3.9105771609e-09,1.263181017e-06,6.7411154159e-07,-1.3137730063e-08,-1.2553837724e-06,-1.9346038635e-06,-1.1398305705e-07,1.3882385354e-05,-2.2119489188e-07,-5.9391172706e-07,0.24844906819,0.036388142957,0.056975719384,0.057329598114
a18sm,ok,,3.2014573827,33059614.66,45547.694558,223923.52737,15082297.689,27208.911507,2812326.0256,-3.5479138716e-08,1.2837416457e-08,-3.5229700747e-07,-9.3561711668e-07,8.8404948993e-08,-5.7858433615e-08,9.4702361371e-07,4.9642953733e-07,-9.3553639168e-11,-1.306716874e-06,-1.9498278935e-06,-1.4410637516e-07,1.3892145477e-05,1.2003970266e-10,-1.41824419e-08,0.24760812754,0.02536157794,0.059517941052,0.043134742297
a63a108c,ok,,3.2003823592,33048513.509,51435.065738,199828.37473,15134388.589,26941.71249,2820650.5485,-2.326356982e-08,5.9132920736e-09,-6.9586563873e-08,-1.8626556338e-07,8.7573883029e-08,-8.5098836462e-10,1.1593369738e-07,7.7944769388e-08,-3.1993242282e-11,-8.5130381603e-07,-1.7995080089e-06,-8.3562090981e-09,1.4036526063e-05,-1.1326842727e-08,-3.9105957753e-08,0.24646150312,0.0047586513159,0.04378686774,0.0059630573461
ag04,ok,,3.1772789706,32809938.063,29607.903938,138352.31108,15031184.328,16506.657519,2761111.7188,-2.8444776406e-08,2.1811369881e-09,-3.0681251394e-07,-8.14564248e-07,9.4924616999e-08,6.3543919814e-08,6.9996686283e-07,3.9092445237e-07,-3.2910748952e-09,8.1923647069e-07,-2.0167130763e-06,-8.4089122416e-08,2.2900253669e-05,-1.5454420122e-07,-4.2076742044e-07,0.2464636898,0.011734497955,-0.024255874727,0.020724551634
ag03,ok,,3.1767930111,32804919.837,31311.96053,139449.5246,15042608.057,17091.336031,2760014.9443,-3.0198115511e-08,1.456227556e-08,-3.5803932704e-07,-9.4796297919e-07,1.0009800791e-07,7.1502716516e-08,7.4118265151e-07,4.2537741614e-07,-5.851028214e-09,-3.0433661129e-07,-2.3509055979e-06,-6.7318609308e-08,2.2125961469e-05,-2.5055043823e-07,-6.6773493969e-07,0.24637625868,0.013391944478,0.0095293759606,0.02320788193
ag09,ok,,3.1766948645,32803906.334,17641.945714,86713.201168,15074891.042,9950.4927646,2762707.4983,-3.2970562774e-08,3.476254343e-09,-5.4047276109e-07,-1.4295521961e-06,1.0291703666e-07,1.439786653e-07,1.2328641135e-06,6.7164840881e-07,-7.7193083805e-09,1.9165243211e-06,-3.0326945873e-06,-1.3111911052e-07,3.8014056191e-05,-3.5470397318e-07,-9.410155182e-07,0.24732384797,0.011909963179,-0.033811218032,0.021750121763
ag08,ok,,3.1775161857,32812387.652,24718.952735,116931.10152,15052096.311,13776.243024,2763127.1067,-2.9774688277e-08,2.3387110273e-09,-3.739808464e-07,-9.9153506085e-07,9.6024453094e-08,7.3524838495e-08,8.60670932e-07,4.7935421173e-07,-3.9295497168e-09,9.5457440458e-07,-2.4141832433e-06,-1.0534219015e-07,2.7445238744e-05,-1.7993534005e-07,-4.8581681414e-07,0.24697950035,0.012007201285,-0.023596079589,0.021274884089
ag11,ok,,3.1839936115,32879276.309,27851.476095,123706.35016,15086854.596,15284.327165,2779314.0954,-3.3420680867e-08,2.262572997e-08,-4.6466659157e-07,-1.229015668e-06,1.0708172553e-07,1.0565420276e-07,9.3380035426e-07,5.3379704819e-07,-9.4969340857e-09,-4.2609372576e-07,-2.6353781641e-06,-6.9104072205e-08,2.4743464963e-05,-3.6756227086e-07,-9.7420820017e-07,0.24668541631,0.015114873374,0.011867339217,0.026007718244
ag10,ok,,3.1806728487,32844984.696,16088.206638,77857.602916,15102087.149,8915.7876674,2774078.811,-3.2499866069e-08,2.5157848934e-09,-5.6111092848e-07,-1.4836397779e-06,1.0201988783e-07,1.5473085166e-07,1.2399463271e-06,6.9124092294e-07,-7.2760895068e-09,2.4826724128e-06,-3.1400996965e-06,-1.3006832231e-07,4.2429936291e-05,-3.6605855474e-07,-9.6957132847e-07,0.24741156353,0.011089901382,-0.039941746792,0.019948512731
