airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
ah81k144wfKlappe,ok,,3.3344019961,295827807.0,169352.62857,697062.63526,11872471.197,1252048.4308,26427753.419,0.0,0.0,0.0,-7.4349128602e-09,8.7162684081e-09,2.0121618674e-08,7.93179609e-08,0.0,0.0,8.5224255442e-07,0.0,0.0,0.0,0.0,-4.5565258739e-09,0.22922255932,0.0080014317092,-0.14432951677,0.013432705172
ah82150a,ok,,3.2115273523,284926381.06,132409.60637,435777.46619,11662906.327,854060.88657,24060879.458,0.0,0.0,0.0,-2.7953839592e-08,1.0168281462e-08,-1.5596958964e-08,2.9008973909e-07,0.0,0.0,-5.8889735341e-07,0.0,0.0,0.0,0.0,-4.255436288e-09,0.24220996728,0.022994307622,0.077975666757,0.038410668164
ah82150f,ok,,3.2140494697,285150143.07,146558.61326,466195.19173,11661486.149,925568.24165,24100342.184,0.0,0.0,0.0,-2.8068875706e-08,1.029131333e-08,-2.6476810554e-08,2.9235103405e-07,0.0,0.0,-9.1958897805e-07,0.0,0.0,0.0,0.0,-7.168337644e-09,0.24352458785,0.024365041935,0.13477368539,0.042846562136
ah83159,ok,,3.2239485772,286028390.88,148829.19212,492318.56058,11661312.815,973074.35325,24247070.835,0.0,0.0,0.0,-2.9180385883e-08,1.0352235878e-08,-1.547986428e-09,2.9669454239e-07,0.0,0.0,-5.5535067919e-07,0.0,0.0,0.0,0.0,-1.2689781055e-08,0.24223475551,0.025407582692,0.082652392929,0.044156809051
ah83150q,ok,,3.2075381856,284572462.6,130808.83007,448343.55044,11630386.702,857097.79456,23934178.778,0.0,0.0,0.0,-3.6810242083e-08,1.0752407753e-08,2.5386862247e-08,3.5812296273e-07,0.0,0.0,-4.0670019923e-07,0.0,0.0,0.0,0.0,-2.5097299156e-08,0.23827494242,0.026437176773,0.05319997725,0.046845645777
ah85l120,ok,,3.1965996554,283601997.31,93296.50662,281164.2316,11730055.573,565419.47297,23967495.019,0.0,0.0,0.0,2.1845036537e-14,1.0283163071e-08,1.2091307142e-13,-9.4792661844e-14,0.0,0.0,-1.1791875679e-06,0.0,0.0,0.0,0.0,4.6823538293e-14,0.24646165967,-5.8265513087e-09,0.11001408073,-8.8438242032e-09
ah88k130,ok,,3.1961171614,283559190.49,102678.15574,345143.57337,11651629.399,664785.65053,23805192.596,0.0,0.0,0.0,-4.2428428374e-08,1.0349480305e-08,-4.4373673771e-08,4.5128234348e-07,0.0,0.0,-1.114256519e-06,0.0,0.0,0.0,0.0,-4.1838120101e-09,0.24356021268,0.027528606114,0.11440980439,0.046336838746
ah88k136,ok,,3.2156160416,285289129.16,118030.00388,378604.97502,11706365.705,747112.02225,24209736.373,0.0,0.0,0.0,-3.0640597467e-08,1.0713473889e-08,1.6225138468e-08,3.1143140303e-07,0.0,0.0,-8.9865466445e-07,0.0,0.0,0.0,0.0,-2.6652021593e-08,0.24449345017,0.018030973827,0.10606821353,0.036758249709
ah93156,ok,,3.2308510102,286640774.04,154852.02077,500278.97872,11703190.907,991641.83958,24440486.005,0.0,0.0,0.0,-2.7335689504e-08,1.0314081179e-08,4.7004212328e-09,2.8137113998e-07,0.0,0.0,-5.4857582212e-07,0.0,0.0,0.0,0.0,-1.5609912094e-08,0.24167640696,0.023372036114,0.084948074601,0.043570889613
ah93157,ok,,3.2320703729,286748955.77,155314.43497,499744.32806,11712015.638,991390.28461,24477414.871,0.0,0.0,0.0,-2.7271967056e-08,1.0302623274e-08,6.5283596376e-09,2.7767019234e-07,0.0,0.0,-5.2862375032e-07,0.0,0.0,0.0,0.0,-1.6008350777e-08,0.24152104265,0.023210192287,0.082102899092,0.043126189031
ah93k130,ok,,3.2162681304,285346982.42,109547.39657,363512.14276,11714751.99,704979.93392,24236971.477,0.0,0.0,0.0,-3.7121369161e-08,1.0853964313e-08,1.3129169496e-08,3.9663354647e-07,0.0,0.0,-9.3249267316e-07,0.0,0.0,0.0,0.0,-2.9199839651e-08,0.24443156398,0.021147356961,0.10215214466,0.043450172407
ah93k131,ok,,3.2160823399,285330499.1,108678.48277,363324.40571,11712734.736,702187.42796,24229549.529,0.0,0.0,0.0,-3.7554540175e-08,1.0914419909e-08,2.0292281858e-08,4.0062053698e-07,0.0,0.0,-8.5609166615e-07,0.0,0.0,0.0,0.0,-3.1535134162e-08,0.24416877365,0.020974153364,0.093038743387,0.043538832125
ah93k132,ok,,3.211959536,284964724.36,112787.76433,374082.88017,11693542.214,723134.75048,24128867.356,0.0,0.0,0.0,-3.5927689484e-08,1.0841659479e-08,1.2024890089e-08,3.76869163e-07,0.0,0.0,-9.1984650374e-07,0.0,0.0,0.0,0.0,-2.7856618744e-08,0.2440246856,0.021073725167,0.10374743069,0.042506230341
ah93w145,ok,,3.2351903837,287025762.81,116727.7438,402053.57901,11769249.634,769976.27989,24637172.841,0.0,0.0,0.0,-3.5270814384e-08,1.0264841006e-08,2.0563011314e-08,3.806166783e-07,0.0,0.0,-1.1883512635e-07,0.0,0.0,0.0,0.0,-1.5072290289e-08,0.24277679793,0.024343576345,0.013871356184,0.044428526112
ah93w174,ok,,3.2474290139,288111572.85,158373.51101,561112.18384,11705921.787,1072472.9869,24696384.95,0.0,0.0,0.0,-2.5131882824e-08,9.8516128985e-09,1.6148742122e-08,2.7965929442e-07,0.0,0.0,5.0984446382e-08,0.0,0.0,0.0,0.0,-8.4587558473e-09,0.237647735,0.024799509549,-0.0080745857805,0.044290624344
ah93w215,ok,,3.2950735407,292338590.43,250045.10132,804174.55823,11775403.872,1639167.7692,25590415.034,0.0,0.0,0.0,-1.3149331266e-08,9.3097239336e-09,5.3987647422e-09,1.3740008826e-07,0.0,0.0,-5.7538474038e-08,0.0,0.0,0.0,0.0,-4.142017787e-09,0.23594333246,0.019953014464,0.014387213571,0.03435621899
ah93w257,ok,,3.3533448323,297508413.52,303309.69563,1052691.5612,11730607.321,2167067.9286,26404956.791,0.0,0.0,0.0,-6.750869489e-10,8.8722964261e-09,-1.6752297719e-08,2.320539503e-08,0.0,0.0,1.0316454955e-07,0.0,0.0,0.0,0.0,9.1939421095e-09,0.23452640027,0.0061382949162,-0.031290808124,0.0070384213034
ah93w300,ok,,3.442641284,305430785.65,476347.86135,1464141.9625,11893162.339,3263621.4327,28252110.299,0.0,0.0,0.0,-1.5584258948e-09,8.01226164e-09,-2.1053036676e-09,1.8664582946e-08,0.0,0.0,2.9199570762e-09,0.0,0.0,0.0,0.0,1.2574450534e-09,0.22653967589,0.0060159058035,-0.0013909153085,0.0088908341691
ah93w480b,ok,,3.9693482714,352160176.17,1784931.6713,3939143.8179,12516479.432,12330682.304,39774732.517,0.0,0.0,0.0,-2.0317635321e-09,6.7079192924e-09,-5.8801625123e-10,1.9438626114e-08,0.0,0.0,-1.3572476696e-07,0.0,0.0,0.0,0.0,-1.3223536407e-09,0.26538513514,0.020733781038,0.24225943512,0.034696619398
ah94145,ok,,3.249544479,288299256.69,121936.18679,449908.12358,11749913.9,851451.48504,24820289.878,0.0,0.0,0.0,-4.5457424078e-08,1.0459685138e-08,8.8895878484e-09,5.3589893069e-07,0.0,0.0,-3.4227201192e-07,0.0,0.0,0.0,0.0,-1.7767186886e-08,0.24248257908,0.035044846666,0.041735343977,0.065345472112
ah94156,ok,,3.2197724105,285657881.79,150492.68178,489135.99546,11668165.094,963333.67929,24199510.06,0.0,0.0,0.0,-2.8329679327e-08,1.0328362845e-08,-1.9986218643e-12,2.8436011051e-07,0.0,0.0,-5.7375673134e-07,0.0,0.0,0.0,0.0,-1.3568439149e-08,0.24093587288,0.024145974377,0.086346189187,0.04279411562
