airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,stf12r,stf13r,stf14r,stf15r,stf16r,stf23r,stf24r,stf25r,stf26r,stf34r,stf35r,stf36r,stf45r,stf46r,stf56r,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
ames03,ok,,3.2086313008,33133695.598,87967.999051,340853.84423,15075292.776,47663.220966,2829330.9916,15413782.694,-171681.19882,-243760.59816,352556.86984,-11027409.36,-232648.1415,-322588.75082,134548.07702,-3793096.3128,21225.548726,11706.725728,66022.70423,-46656.653594,60455.644216,-50396.315078,-2.3895047669e-08,6.2578548518e-09,-8.3774849097e-08,-2.2295964257e-07,8.9820335343e-08,2.1690838773e-08,1.6292937233e-07,9.3496369077e-08,-1.4512833199e-09,-8.7857962916e-07,-1.1932862592e-06,-9.7184284847e-09,7.9329553145e-06,-9.6522951952e-08,-2.6105473032e-07,0.24624224066,0.0075642454551,0.077286891984,0.014332570871
amsoil1,ok,,3.2245196871,33297765.852,116741.47181,440378.15949,15105946.088,63496.394425,2864658.8356,15440167.959,-41668.1262,-373085.42869,629801.52664,-10956322.572,-63653.871574,-493922.15079,241108.13246,-3760334.5716,35981.624754,12580.378572,52365.237371,-64705.287327,92985.818006,-138818.78433,-2.4407315716e-08,4.8777260541e-09,-8.5910295699e-08,-2.2880608429e-07,8.6082762564e-08,-1.1163078537e-08,1.9479820769e-07,1.1520749819e-07,-5.8744516913e-10,-8.4179160893e-07,-9.2722679906e-07,-2.9293658023e-08,5.9559854621e-06,-2.4267106328e-08,-7.0918831958e-08,0.24364107585,0.013431502193,0.098271991384,0.022741029472
amsoil2,ok,,3.2233726989,33285921.565,119201.02265,440247.55435,15110289.722,64005.574187,2864075.7287,15435736.195,34710.257035,-165112.20816,300186.62262,-10952124.098,32323.712653,-219377.50161,114084.16644,-3760397.2897,33689.97651,13417.247786,12315.679841,-61636.541806,39936.618079,-72808.195636,-2.3039334045e-08,1.0573454554e-09,-3.6414117185e-08,-9.8913884252e-08,8.5022125875e-08,-1.1351054339e-08,8.7117702128e-08,5.3447544202e-08,9.0586621335e-11,-8.2164739002e-07,-9.1995120205e-07,-1.7031555448e-08,5.9076134579e-06,6.1433345296e-09,5.5296060549e-09,0.24361004193,0.0064172606116,0.09794120915,0.010384519185
apex16,ok,,3.1997003805,33041471.106,127931.33751,499641.67491,14892505.634,70505.818945,2789919.5721,15163066.147,53336.789588,-443465.63938,899965.79468,-10870063.178,45287.652671,-589571.96774,330930.23996,-3699541.4242,52955.821459,14135.284721,31693.184137,-73505.4304,109744.32363,-217357.87754,-2.5509725187e-08,9.4805867372e-09,-1.0367695928e-07,-2.7883069905e-07,8.7613748351e-08,-3.1290712344e-08,2.2310279237e-07,1.3631332967e-07,1.5368925608e-10,-9.8454134667e-07,-9.4685253822e-07,-3.2633737449e-08,5.3585663619e-06,6.6973751275e-09,-3.3729327662e-10,0.24441681146,0.019653374285,0.12595369131,0.02854183863
apex16_NASA_CR-201062,ok,,3.2159875608,33209659.478,133273.98836,508791.19643,14958465.85,73423.436595,2832901.4247,15213374.255,58451.324491,-446787.43053,912686.01711,-11009113.444,46774.749699,-594941.35525,334675.95592,-3741414.5822,55637.588791,14567.946877,30314.93983,-76249.646435,110794.5153,-221260.95123,-2.5328658305e-08,9.3066044805e-09,-1.0048900765e-07,-2.7133131695e-07,8.7077286444e-08,-3.1004132224e-08,2.1554447195e-07,1.3198128505e-07,1.298258547e-10,-9.7145143691e-07,-9.2833199372e-07,-3.1489112071e-08,5.1428837572e-06,6.5221333821e-09,-3.8732355492e-09,0.24646275346,0.019851988773,0.12946920749,0.028726471445
aquilasm,ok,,3.1894694791,32935822.453,70038.481551,314198.15304,14963194.547,40568.785634,2773419.2073,15331109.388,-304751.82443,-734033.10078,1220667.8162,-10776116.015,-405910.92046,-970540.78889,463425.08098,-3708963.4017,28877.883453,3499.5893388,146423.9404,-56987.869748,179403.08392,-232357.88789,-3.451536399e-08,1.588544013e-08,-2.9464616841e-07,-7.7989526116e-07,1.0418544511e-07,3.2051225671e-08,6.4180794421e-07,3.5239224937e-07,-9.2416433299e-09,-7.4968239549e-07,-1.1385306835e-06,-5.773810369e-08,9.3180631531e-06,-2.003748236e-07,-5.3321656856e-07,0.24202323307,0.026416520446,0.052506616626,0.04495125386
arad10,ok,,3.2454589508,33513993.625,94184.294429,370265.09423,15240796.002,52347.372026,2921523.06,15618037.743,-250848.26542,-750036.87783,1253268.3894,-11118177.548,-335913.71795,-991843.9958,478640.84641,-3832308.5352,35167.769362,5088.5987278,134207.71402,-70303.072955,187191.24887,-252904.31462,-3.1254520309e-08,1.2950582659e-08,-2.2310907409e-07,-5.9089363931e-07,9.4465744012e-08,1.1302135098e-08,4.7542431254e-07,2.7276338307e-07,-5.8254865831e-09,-7.6264227676e-07,-9.5470970529e-07,-4.964811314e-08,7.2223649028e-06,-1.2666751943e-07,-3.388390661e-07,0.24527528096,0.026589720304,0.071828924738,0.04477750343
arad13,ok,,3.2714156179,33782033.23,144622.86322,531353.55529,15262698.351,80504.500646,2980812.8557,15558091.115,-326795.34954,-636141.97149,1082507.6009,-11078092.055,-443337.08737,-841847.30364,399485.22438,-3792323.5122,40071.151243,9035.5364004,134364.08462,-89197.027247,155777.28821,-192288.56978,-2.6962158362e-08,7.468448903e-09,-1.3404466409e-07,-3.5628035673e-07,8.9804421369e-08,2.5122537013e-08,2.6448785358e-07,1.5538147584e-07,-4.0444287901e-09,-4.257400999e-07,-5.680296565e-07,-2.1333837765e-08,4.6932108945e-06,-1.0554145291e-07,-2.8615560882e-07,0.24307887312,0.023095013001,0.061571752234,0.038250990671
arad20,ok,,3.3392578074,34482600.63,287693.90382,996305.21562,15143433.325,170079.64713,3119462.5937,15199406.447,-374262.88937,-508292.83961,1024173.6207,-10986231.835,-556039.22232,-676964.97238,332663.58001,-3659365.0782,65957.557999,17219.854661,129411.71076,-152892.27865,115718.98045,-144204.66939,-2.3875213922e-08,2.9569367513e-09,-6.4208846585e-08,-1.7491825663e-07,8.1988257885e-08,2.1595226337e-08,1.1145739621e-07,6.9494424326e-08,-1.749611563e-09,-2.1809343127e-07,-2.4660037303e-07,-5.2849650219e-09,2.2139154557e-06,-6.1321751711e-08,-1.8183528013e-07,0.23862523599,0.022392873669,0.062744150638,0.032065613424
arad6,ok,,3.2167896196,33217941.88,40208.494913,219840.60098,15155476.764,25702.29095,2848217.509,15731409.361,-141925.1501,-964882.02686,1596133.8366,-11187810.404,-188906.88664,-1275565.5839,629018.42894,-3888311.4859,32819.980285,1408.7435965,155477.05449,-57512.17737,249696.34145,-361171.96153,-4.8636389567e-08,4.0058598913e-08,-5.3551385373e-07,-1.4161592727e-06,1.0245469198e-07,-1.1109739407e-07,1.4313189785e-06,6.9714994467e-07,-9.4672667831e-09,-2.7163542174e-06,-2.3813895995e-06,-1.6160435225e-07,1.4716016074e-05,-1.5801439081e-07,-4.1974720841e-07,0.24826337699,0.033724118333,0.10922051473,0.057551181864
as5045,ok,,3.2283718617,33337545.052,158067.4122,630968.2287,14822032.003,91437.729876,2850782.3578,14961570.789,70858.368607,-157897.41844,397867.96461,-10869307.545,41949.91134,-211077.41898,133683.90995,-3646049.341,20497.718457,25291.864565,-166.69189783,-79609.872428,32578.636777,-88914.596955,-2.2990019285e-08,9.5857885913e-10,-3.5634498806e-08,-1.015166894e-07,8.5614323082e-08,-5.890759935e-09,6.78700224e-08,4.4459958523e-08,9.2331480262e-11,-3.6825560747e-07,-5.5926331539e-07,-8.8235990518e-09,4.1227742584e-06,3.7357258506e-09,-1.8788569365e-08,0.24356986957,0.0088640334817,0.058209210901,0.010728038807
as5046,ok,,3.2373630645,33430392.049,186215.29095,716434.75284,14842513.941,106533.27812,2870297.5973,14982613.128,61022.369324,-155587.6921,406590.69229,-10869842.728,25344.335445,-209241.7338,134843.749,-3644191.883,38655.492015,24595.998335,298.94847493,-93574.609592,31453.492665,-87961.260183,-2.2890010771e-08,1.2487813113e-09,-3.1946902115e-08,-9.1246314859e-08,8.4875428983e-08,-4.8397671522e-09,5.7304010777e-08,3.8474139827e-08,9.5312840448e-11,-4.081808182e-07,-5.0386275691e-07,-6.5260389223e-09,3.5396448745e-06,7.4989162526e-10,-2.4881597889e-08,0.24292172825,0.0090769182308,0.076009509819,0.010670883039
as5048,ok,,3.254057474,33602785.644,245079.26465,895426.62582,14855823.841,139012.67325,2903784.968,14988107.404,64348.070674,-170083.55904,448463.31985,-10888734.843,22885.721738,-231071.59764,148132.1506,-3638652.3032,82349.085087,22793.871105,377.79221788,-123127.80283,34186.418088,-95724.688461,-2.2755798706e-08,1.3471424804e-09,-2.7027495813e-08,-7.7432074967e-08,8.3698949105e-08,-5.345578436e-09,4.8196374329e-08,3.2609826923e-08,1.256548171e-10,-4.4224735724e-07,-4.2664546385e-07,-5.5816525084e-09,2.7140703687e-06,2.8030479466e-10,-2.3180416661e-08,0.24231656195,0.0099833145852,0.1083856571,0.011811931979
as6091,ok,,2.6304106653,27162742.65,4761.019672,192560.67724,12925576.102,9199.6983875,1850618.4388,13923773.21,308830.31727,-868431.25089,1512170.9041,-6588007.9885,406253.68592,-1147796.1577,617926.33246,-2563852.6932,-13501.21214,15847.897411,209598.80291,-40373.417885,173774.5737,-281650.33274,-1.047554842e-07,5.6363961964e-08,-1.5072035087e-06,-3.9853700966e-06,5.086939164e-08,-8.5399848868e-07,1.3182662869e-05,2.1878180982e-06,4.2251993976e-08,-1.1837104697e-05,-4.501830479e-06,-6.8075010716e-07,4.1111660502e-05,4.312153485e-07,1.1355585085e-06,0.17117879885,0.03845669123,0.05635668832,0.062762917248
as6092,ok,,2.5495376679,26327613.579,8597.2546272,203321.61878,12489374.494,10745.989488,1677485.5627,13274901.831,425381.22289,-789908.42374,1426373.4133,-5878965.0773,561009.25306,-1043942.9654,574245.32561,-2338736.5918,-29737.631465,21404.94715,141426.92372,-37795.399241,142546.03837,-262435.39111,-8.8116223445e-08,3.4272609345e-08,-1.2146333955e-06,-3.210905291e-06,2.8218292086e-08,-3.2954029497e-07,6.8777771927e-06,1.8419360593e-06,6.4128977558e-08,-2.9487421316e-06,-3.5128584571e-06,-6.2725533141e-07,3.5192897418e-05,7.1227813993e-07,1.8797068412e-06,0.15611480952,0.03767324257,0.025351086935,0.059130001795
as6093,ok,,2.5835889412,26679241.554,13061.888248,233898.84763,12549724.125,13092.768869,1690222.1771,13232715.565,472356.56581,-751411.99889,1380983.9652,-5998721.5329,616411.71197,-992479.0315,551443.41509,-2350352.89,-39055.660238,24296.274893,110389.60817,-37147.305814,130259.05487,-265163.56463,-7.0400703191e-08,4.31221773e-09,-9.2787240408e-07,-2.4547299964e-06,3.2446478482e-08,-1.3973990117e-07,4.2310640882e-06,1.4289645174e-06,6.0302727736e-08,1.3560574556e-07,-2.3389685139e-06,-5.0105795169e-07,2.8884457921e-05,7.2757829654e-07,1.9054340704e-06,0.15831510744,0.03611142861,-0.0017712670943,0.05526568629
as6094,ok,,2.8267757722,29190492.513,4894.4435728,345047.98282,12861162.697,17030.591127,2311828.8796,13771176.644,290971.17483,-1236856.2088,2194608.8716,-7970115.6975,388986.17886,-1634805.5893,865214.49788,-2725190.1983,12193.068675,20141.782667,356621.30539,-79425.306744,292594.91626,-442282.72347,-1.0885191086e-07,6.3834218534e-08,-1.1668407785e-06,-3.0835549165e-06,8.3709040868e-08,-2.2261476853e-06,1.8682202118e-05,1.6092005335e-06,9.7529439916e-09,-2.3709558672e-05,-2.9004555215e-06,-4.4227525024e-07,2.2212503871e-05,2.5645362408e-08,7.2425822932e-08,0.20231354914,0.052764388448,0.11604509706,0.091438984082
as6095,ok,,2.5881305971,26726140.63,8882.6778083,326288.3514,12188372.563,18451.363175,1913480.7769,12914035.22,528848.78625,-1134358.0407,2055014.5814,-6144913.525,692390.04235,-1499120.5993,808701.18044,-2282259.0045,-27102.716311,35341.037249,244781.4169,-74446.890216,230443.55242,-367931.7329,-1.0566094261e-07,6.4442681516e-08,-1.0649466147e-06,-2.8161773639e-06,5.2163689107e-08,-1.0576216341e-06,1.0180367471e-05,1.5637465023e-06,4.2691689664e-08,-1.0342605149e-05,-2.7306721215e-06,-4.9872314475e-07,2.0501821679e-05,2.5300245301e-07,6.601628101e-07,0.16543851136,0.053985591189,0.091870029242,0.090428924216
as6096,ok,,2.5068121042,25886411.189,14395.434797,321025.07209,11768074.488,20341.436978,1689056.7299,12293875.816,687124.33184,-1053750.5942,1998804.6289,-5307990.1002,890619.97398,-1391710.6788,767187.85609,-2000200.2675,-55898.652779,46217.53578,162476.75572,-71624.431044,186569.25941,-338999.44444,-9.902687738e-08,5.4788902996e-08,-9.5258923059e-07,-2.5217318068e-06,2.8091565944e-08,-5.5517458846e-07,6.0976572422e-06,1.4533184816e-06,6.6360818332e-08,-4.4078685562e-06,-2.3673375424e-06,-5.0066054361e-07,1.8588991248e-05,4.442435566e-07,1.1477165752e-06,0.14686166798,0.054754535518,0.063453184396,0.087778427248
as6098,ok,,2.8189250944,29109423.064,8373.2041519,480285.41905,13027340.483,25869.314931,2271064.3462,13918306.247,428449.99924,-1502928.3967,2692757.8783,-7695430.2708,550579.22958,-1987466.0106,1062601.8938,-2741691.6137,6798.0213188,34224.165732,384445.59167,-117884.59077,351069.73268,-540228.35492,-1.0633263894e-07,6.0969004447e-08,-9.2453047759e-07,-2.4463679756e-06,6.5140124372e-08,-1.6280132458e-06,1.3206019281e-05,1.3082806524e-06,2.3372669999e-08,-1.4183602025e-05,-2.0945557154e-06,-3.8363999302e-07,1.4621854564e-05,1.2429528391e-07,3.1642720911e-07,0.19340628828,0.064873437447,0.11876219536,0.11057669547
as6097,ok,,3.4401796466,35524762.595,4543.7196072,556567.52422,15079749.096,26044.565674,2877884.8564,16241430.002,-145180.09028,-1856639.7135,3265998.8915,-11863517.406,-185976.91279,-2453168.6214,1266466.4515,-3842639.5817,110457.68404,-5978.5989469,635016.51103,-145819.88321,520197.17455,-791671.95896,-1.0660661718e-07,6.0602010445e-08,-9.5948089367e-07,-2.5348874101e-06,9.8197233935e-08,-3.3200752689e-06,2.4751076727e-05,1.2658063782e-06,-1.2216874994e-08,-2.9705154282e-05,-2.1173161537e-06,-3.0610571156e-07,1.4528598069e-05,-6.2069562835e-08,-1.6104150533e-07,0.25199773905,0.064964251877,0.13497189195,0.11246195263
as6099,ok,,2.6326432311,27185797.078,14537.967994,415527.5249,12304190.128,26292.12446,1911649.7063,12914611.819,742393.21679,-1300331.426,2465400.3788,-6130848.6937,944262.02924,-1719762.0452,951339.09521,-2241817.1209,-51006.796486,56277.130868,222745.80698,-101594.00318,257924.40154,-453973.67892,-1.0177342894e-07,6.4303459637e-08,-8.6280604201e-07,-2.289467513e-06,3.0654581487e-08,-8.321386099e-07,7.2101249679e-06,1.3019941989e-06,5.816250901e-08,-6.7089510342e-06,-2.1553857144e-06,-4.3914193121e-07,1.4365600035e-05,3.6039878758e-07,9.1423832216e-07,0.16376941597,0.06416914981,0.097534515411,0.10482056602
atr72sm,ok,,3.2343540113,33399319.25,163894.47019,629601.06989,14990396.171,92619.767025,2871874.8466,15218830.789,-270477.1507,-433995.65978,781431.51449,-10678043.918,-381725.24275,-575205.51309,275801.24785,-3629571.9217,31019.00008,15500.43294,101190.17232,-90088.41238,101568.66002,-124159.65911,-2.4833727439e-08,4.5667930831e-09,-8.8727961004e-08,-2.3799637204e-07,8.7701987108e-08,2.2227442561e-08,1.6507316494e-07,9.9450366796e-08,-2.0746072454e-09,-3.2062042134e-07,-4.6447056342e-07,-1.0720921821e-08,4.0765144738e-06,-7.9343264135e-08,-2.2309716226e-07,0.23763474094,0.017140438404,0.052547914089,0.027054578911
august160,ok,,3.2661446081,33727602.547,171417.32489,701203.22505,14953329.653,103545.93353,2933502.8078,15108340.659,-604928.37793,-790930.68536,1388109.7218,-10752059.419,-811917.3909,-1046397.3271,484256.90815,-3616075.6354,49865.661997,5812.0034835,210050.70896,-109961.99897,188579.71194,-203859.26325,-2.9206818034e-08,6.0098332362e-09,-1.4651974334e-07,-3.8898737685e-07,9.765989762e-08,4.9526978799e-08,2.9323822493e-07,1.6349210083e-07,-7.6786216819e-09,-1.7648345147e-07,-3.4381524434e-07,-1.697063672e-08,3.6435461975e-06,-1.5201897093e-07,-4.0784146724e-07,0.2377661155,0.030293230045,0.030252321139,0.050266112074
b29root,ok,,3.2958831943,34034695.873,351808.85502,1249342.7477,14855942.605,207657.93205,2980169.0846,14970520.21,-116421.56594,-240677.70869,400830.45441,-10694189.543,-180288.27483,-320657.01727,133805.92962,-3547146.095,117152.43483,21003.261344,60831.273199,-175716.27291,56365.678657,-57660.590415,-2.2449560803e-08,2.5934291198e-10,-2.0395299274e-08,-5.5603346025e-08,7.9654586368e-08,3.2201856267e-09,4.3171956423e-08,2.6626687742e-08,3.7078189315e-11,-2.9101236599e-07,-2.4948823335e-07,-6.2311614297e-09,1.8205634707e-06,-1.8631501002e-08,-5.6340597334e-08,0.23541049805,0.0087935678159,0.10238072728,0.015188276558
avistar,ok,,3.2380844419,33437841.3,169690.46716,630866.75614,15031947.209,93743.291112,2885968.9282,15285581.214,-52472.965067,-379609.95025,631241.24373,-10917722.502,-97734.639339,-504654.65675,235834.75307,-3711104.658,53718.074946,16390.518266,60434.148279,-90934.29386,92162.196046,-129778.21276,-2.3849103656e-08,1.8684979635e-09,-6.0109112362e-08,-1.6286046412e-07,8.5261659467e-08,-5.0095553949e-09,1.3841367441e-07,8.2284986001e-08,-5.4542645818e-10,-5.8457399393e-07,-6.1034468167e-07,-2.2174299289e-08,4.0298713785e-06,-2.2998791885e-08,-7.6348059867e-08,0.24268555279,0.013530863082,0.099196634118,0.023487481072
b29tip,ok,,3.173428982,32770181.437,64156.767605,272029.67972,14933693.642,35114.024596,2740131.5311,15295759.717,-245641.67294,-378097.2356,532348.6997,-10810321.973,-324930.09048,-499774.90439,207565.35163,-3730330.2214,18197.395907,7387.6507504,100534.87391,-37594.180389,93684.162128,-81651.71496,-2.636916398e-08,9.2414786232e-09,-1.6791959936e-07,-4.4396420263e-07,9.652881903e-08,3.8377126005e-08,3.5244442694e-07,1.9747843743e-07,-4.1871401308e-09,-9.6976382666e-07,-1.4376984259e-06,-2.9551996679e-08,1.0770180593e-05,-1.828475977e-07,-4.8366999723e-07,0.24376345929,0.011452736131,0.062216912459,0.022611695193
b540ols,ok,,3.2074919406,33121930.079,63898.177683,269050.80332,15076412.24,35302.282553,2832388.9766,-15376013.773,25323.422049,5169.253609,1932.11974,-10930271.254,-16558.628584,-7906.9112098,-3468.5724679,3763709.7984,-17096.27791,-14663.950294,-3169.6931406,33434.422275,-3474.5698152,-1397.7672514,2.2759760171e-08,-2.2410681915e-09,2.022335364e-09,-7.7270500052e-13,8.6214267694e-08,2.2660978675e-09,4.5810752698e-09,1.3635014508e-09,-1.5567619563e-10,4.0499109426e-07,8.5024311481e-07,-3.3825064427e-09,-1.0695136741e-05,8.2813608239e-09,-2.1829896431e-12,0.24419234144,8.4596853641e-09,-0.025878192901,0.00029272236157
b707b,ok,,3.1997910468,33042407.365,119486.02795,460089.70383,14862615.39,65397.967254,2796852.5435,15037952.653,-207121.02663,-37804.639075,58355.8201,-10743525.037,-227672.23885,-47575.278064,18992.051301,-3642861.7257,25992.277708,14857.4372,37753.653719,-59920.917946,14674.763432,6095.9579215,-2.2765411839e-08,7.5804319964e-09,-2.2652204634e-08,-5.130783628e-08,8.6980904183e-08,2.2004129764e-08,1.2984553141e-08,5.5737254321e-09,8.4425724941e-11,-6.4998652505e-07,-8.1960621026e-07,1.7075931995e-08,5.7590058336e-06,-6.1028675429e-08,-1.2554094532e-07,0.24207781492,0.0013680340785,0.077664308098,0.0015514726795
b707a,ok,,3.2069240682,33116065.988,94595.236276,387324.83823,14963514.372,52577.635868,2819402.7843,-15210062.157,17089.76757,-172363.87061,-224620.05302,-10705332.777,4748.2244008,227950.24932,90254.298695,3654183.0901,-6178.8541566,-17117.147481,28315.525329,49283.506565,37536.918807,44057.901625,2.3088431392e-08,-4.8369830616e-09,-3.586154367e-08,1.0100382456e-07,8.5394251295e-08,-8.4795880295e-10,-1.1284347645e-07,6.3260555915e-08,4.819109856e-12,-1.432480247e-07,7.0921853353e-07,-2.7394946393e-08,-7.1760851195e-06,-8.9310194421e-09,4.8488145325e-08,0.24003320376,-0.0046986346869,0.013550580742,-0.010674455317
b707c,ok,,3.1799815837,32837846.399,71899.169262,284570.21878,14935568.663,38648.467323,2756971.7501,15248149.745,-236745.94378,-337856.1105,572521.80953,-10809382.74,-294448.72119,-445440.35088,213483.97552,-3722140.3755,31821.193371,4730.3056764,80618.225956,-40969.212365,86933.666709,-101896.20758,-2.5702842932e-08,1.9481078694e-08,-1.5742780358e-07,-4.1084999302e-07,9.3981024378e-08,2.1202918518e-08,2.7431510295e-07,1.6411141544e-07,-2.6966939666e-09,-1.4944122983e-06,-1.562994259e-06,-6.682318783e-09,9.7738481403e-06,-1.4342211703e-07,-3.5567270114e-07,0.24348301266,0.012534157753,0.10744700278,0.019723028018
b707d,ok,,3.1697295276,32731979.294,64327.615209,259537.42303,14938174.317,34417.075895,2732936.9047,15306020.794,-186638.7034,-377163.39423,646709.44461,-10850723.416,-239916.78737,-497905.69396,243630.31357,-3750862.7645,30278.314758,4611.6019253,76659.829084,-38503.11231,96178.375084,-125298.7861,-2.6803882823e-08,2.1225881803e-08,-1.881718531e-07,-4.9509843704e-07,9.5470571375e-08,6.8642610297e-09,3.4689236462e-07,2.0945499939e-07,-3.0151453742e-09,-1.7545435213e-06,-1.8281487459e-06,-2.1278660365e-08,1.0989751768e-05,-1.3429395104e-07,-3.4548489904e-07,0.24478886196,0.014131182664,0.1128656005,0.02231475855
b707e,ok,,3.1736483206,32772446.423,65597.371609,262811.96757,14955419.486,35007.496524,2743182.6735,15323483.261,-122380.19446,-338375.1897,583188.76011,-10863258.159,-162672.40281,-447355.60381,220814.74032,-3752631.2692,28420.743509,5852.1303011,61015.310398,-38066.859966,85665.779071,-118451.38823,-2.593023505e-08,1.6181627019e-08,-1.5965550211e-07,-4.2235802228e-07,9.2868985492e-08,-3.7248552985e-09,3.0877357899e-07,1.8708397771e-07,-1.9183990237e-09,-1.7326372346e-06,-1.8095113291e-06,-2.7423311629e-08,1.08050271e-05,-9.1741650404e-08,-2.4377393509e-07,0.24485035875,0.012697101526,0.11365644854,0.020254735204
b737a,ok,,3.2578905978,33642368.114,167293.38936,651388.30303,15087367.108,96996.670476,2931334.1891,-15333352.611,319682.78384,202390.99369,422166.06278,-10682227.306,-384346.70954,-268063.6387,-145310.99365,3638127.8042,-1506.1195038,-20657.829484,-67027.493771,85990.186121,-53030.483185,-51160.544716,2.2946265596e-08,-6.8672401193e-09,5.3963713931e-08,-1.3803572861e-07,8.2840941805e-08,2.7084262464e-08,7.690028481e-08,-4.3669924893e-08,3.8118966469e-10,-8.163364648e-08,3.3532252712e-07,-1.0292975472e-08,-3.8960504281e-06,7.4979496514e-08,-1.7833766501e-07,0.23575997729,0.0093136755312,0.013656769406,0.012864909289
b737b,ok,,3.219328484,33244159.277,119069.04001,468927.28622,15061440.431,65809.801016,2849191.7584,15377460.107,-217750.26577,-208879.55655,414915.21337,-10831056.866,-290516.73402,-276129.61136,143027.85714,-3719403.768,5981.2403169,16784.455324,58141.541104,-62632.031506,50202.242415,-57744.338969,-2.3594156263e-08,6.8978839436e-09,-7.3279189422e-08,-1.9420859329e-07,8.7529704004e-08,2.7144099464e-08,1.0993543494e-07,6.8099161696e-08,-8.6547809591e-10,-2.6370265302e-07,-6.2632872721e-07,5.1804636894e-09,5.7464182908e-06,-8.4072840244e-08,-2.2425112202e-07,0.24116718651,0.0092237592888,0.031398821745,0.013089906701
b737c,ok,,3.1870592093,32910932.98,78385.186702,307097.336,14991877.636,41697.793647,2775960.8917,15334328.304,-191236.8764,-243786.58838,415238.36426,-10957154.551,-240714.44676,-321402.33096,153510.63702,-3779111.9608,27397.394748,7699.2161839,62247.287827,-42228.724813,62829.459404,-70890.939972,-2.4326160799e-08,1.3603763217e-08,-1.091151639e-07,-2.8504953146e-07,9.1886299766e-08,2.0580273375e-08,1.8108984701e-07,1.1019254567e-07,-1.4358049211e-09,-1.2510821808e-06,-1.4251420088e-06,-1.0769787431e-09,9.0680834313e-06,-1.0816276294e-07,-2.7184922901e-07,0.24606985835,0.0090977954461,0.098066310319,0.014194761468
b737d,ok,,3.1948973336,32991872.796,91522.257231,354994.20746,14977353.727,49286.088377,2792168.2074,15284678.283,-203586.94367,-277315.47561,469458.10097,-10975868.001,-248686.64471,-364985.17283,174477.47001,-3770848.4282,37569.917078,7799.4765214,68219.432728,-49263.970022,72814.271389,-85009.881681,-2.4311804462e-08,1.3620121498e-08,-1.0157322118e-07,-2.6366558994e-07,9.1155805656e-08,1.4321920268e-08,1.7531737923e-07,1.0468564842e-07,-1.4050999274e-09,-1.2260613056e-06,-1.2745710255e-06,-3.1116340245e-09,7.6665804362e-06,-9.3496951471e-08,-2.2663898585e-07,0.24626656135,0.010245512857,0.11221189819,0.016045442279
bacj,ok,,3.2021894703,33067174.509,85230.894549,332861.94957,15043717.422,45946.732252,2812919.6201,15384430.191,256226.64772,-102945.2093,342266.60735,-10949263.94,339151.64788,-136045.06448,127753.63451,-3767399.3844,18057.544179,13850.706328,-50256.392741,-44033.75881,26028.253608,-130943.31037,-2.303201945e-08,9.7798208266e-10,-2.7111956716e-08,-7.154850581e-08,8.5888294765e-08,-5.7422653933e-08,8.9784725011e-08,6.1873143434e-08,1.253551768e-09,-1.0042895001e-06,-1.2734701548e-06,-3.4759749085e-08,8.2307643319e-06,1.3892871841e-07,3.67755638e-07,0.24492745168,0.0074281574871,0.085596492481,0.0076524324295
bacnlf,ok,,3.1846618587,32886176.915,83990.069137,322810.01943,14934969.598,44262.367431,2769286.904,15228923.785,141490.88264,-114520.05378,318857.04525,-10988186.482,202044.03237,-149766.66915,118444.89163,-3770973.7902,38665.035812,8829.609198,-24947.421389,-43452.806089,31590.124838,-110366.97028,-2.3236499263e-08,5.2201290783e-09,-3.7530553081e-08,-9.5291312244e-08,8.8316768975e-08,-4.5757739139e-08,1.0020384025e-07,6.5932020727e-08,8.3036946126e-10,-1.6826394872e-06,-1.6044074161e-06,-2.8401888039e-08,8.5323599137e-06,8.9096432139e-08,2.5233876534e-07,0.2474908671,0.0069829574591,0.14132500686,0.0084161274707
bambino6,ok,,3.2121727006,33170265.604,133706.18818,498012.59984,15037071.844,71580.587132,2827062.2907,15370549.117,-173257.68038,-958898.60278,2205426.1552,-10901204.431,-229006.43701,-1267445.932,784054.52865,-3745674.6733,73101.275597,1197.5690898,88370.207644,-116762.19616,239106.75012,-502584.43962,-3.800423343e-08,3.7710319713e-08,-2.7190955506e-07,-7.1878087951e-07,9.4473415657e-08,-3.5487742492e-08,4.4589523013e-07,2.9417343817e-07,-3.6904207675e-09,-9.8058428737e-07,-8.872414428e-07,-2.2261007758e-08,5.2841043607e-06,-6.1985028984e-08,-1.6385467003e-07,0.24321113135,0.048605040422,0.13111018725,0.059618951547
