airfoil_name,status,error,mu,ea,gj,ga22,ga33,ei22,ei33,stf12r,stf13r,stf14r,stf15r,stf16r,stf23r,stf24r,stf25r,stf26r,stf34r,stf35r,stf36r,stf45r,stf46r,stf56r,cmp12r,cmp13r,cmp14r,cmp15r,cmp16r,cmp23r,cmp24r,cmp25r,cmp26r,cmp34r,cmp35r,cmp36r,cmp45r,cmp46r,cmp56r,tc2,tc3,sc2,sc3
ag08,ok,,3.1775161857,32812387.652,24718.952735,116931.10152,15052096.311,13776.243024,2763127.1067,15471413.259,-83874.452293,-344278.24518,559709.88537,-10987131.34,-114208.5828,-455094.18083,218971.86594,-3813966.7201,-4911.7881462,5884.6985236,61019.470605,-17885.537859,82018.921923,-117146.48547,-2.9774688277e-08,2.3387110273e-09,-3.739808464e-07,-9.9153506085e-07,9.6024453094e-08,7.3524838495e-08,8.60670932e-07,4.7935421173e-07,-3.9295497168e-09,9.5457440458e-07,-2.4141832433e-06,-1.0534219015e-07,2.7445238744e-05,-1.7993534005e-07,-4.8581681414e-07,0.24697950035,0.012007201285,-0.023596079589,0.021274884089
a63a108c,ok,,3.2003823592,33048513.509,51435.065738,199828.37473,15134388.589,26941.71249,2820650.5485,15508428.837,-7104.8778249,-94951.51668,216075.06061,-11037405.814,-14604.743757,-125611.37264,77529.618572,-3824325.8733,2528.1959874,8837.8643377,7568.4067669,-27124.599753,22794.099659,-49772.932368,-2.326356982e-08,5.9132920736e-09,-6.9586563873e-08,-1.8626556338e-07,8.7573883029e-08,-8.5098836462e-10,1.1593369738e-07,7.7944769388e-08,-3.1993242282e-11,-8.5130381603e-07,-1.7995080089e-06,-8.3562090981e-09,1.4036526063e-05,-1.1326842727e-08,-3.9105957753e-08,0.24646150312,0.0047586513159,0.04378686774,0.0059630573461
a18,ok,,3.1991745073,33036040.716,45385.101062,225565.69969,15066099.449,27224.085426,2805492.2099,15526820.192,-217007.95022,-939502.34296,1688288.1125,-11106722.525,-292711.06552,-1242797.4947,642749.58409,-3836546.3776,24911.401072,1973.2607515,147726.1879,-61080.919548,234517.91179,-368689.10873,-5.0687831541e-08,4.1514431971e-08,-5.6010988764e-07,-1.4838196783e-06,1.1257927118e-07,-3.9105771609e-09,1.263181017e-06,6.7411154159e-07,-1.3137730063e-08,-1.2553837724e-06,-1.9346038635e-06,-1.1398305705e-07,1.3882385354e-05,-2.2119489188e-07,-5.9391172706e-07,0.24844906819,0.036388142957,0.056975719384,0.057329598114
ag04,ok,,3.1772789706,32809938.063,29607.903938,138352.31108,15031184.328,16506.657519,2761111.7188,15425712.976,-86195.966021,-333689.73631,545621.64707,-10955377.68,-118685.24431,-441091.77148,212173.62641,-3796085.3116,-6367.6589943,7171.1809815,59717.427318,-20169.867872,79194.172993,-112767.64397,-2.8444776406e-08,2.1811369881e-09,-3.0681251394e-07,-8.14564248e-07,9.4924616999e-08,6.3543919814e-08,6.9996686283e-07,3.9092445237e-07,-3.2910748952e-09,8.1923647069e-07,-2.0167130763e-06,-8.4089122416e-08,2.2900253669e-05,-1.5454420122e-07,-4.2076742044e-07,0.2464636898,0.011734497955,-0.024255874727,0.020724551634
ag03,ok,,3.1767930111,32804919.837,31311.96053,139449.5246,15042608.057,17091.336031,2760014.9443,15452237.829,-160151.97246,-376490.91803,619474.75656,-10958960.798,-213804.55874,-497712.85034,238074.20756,-3803735.9445,1680.8676373,4993.6397164,76351.422588,-22036.031569,91526.632216,-119052.23523,-3.0198115511e-08,1.456227556e-08,-3.5803932704e-07,-9.4796297919e-07,1.0009800791e-07,7.1502716516e-08,7.4118265151e-07,4.2537741614e-07,-5.851028214e-09,-3.0433661129e-07,-2.3509055979e-06,-6.7318609308e-08,2.2125961469e-05,-2.5055043823e-07,-6.6773493969e-07,0.24637625868,0.013391944478,0.0095293759606,0.02320788193
2032c,ok,,3.2279897594,33333599.301,40656.148278,317719.69721,15016482.839,33226.437934,2852713.941,15566813.123,-415142.55928,-1318987.8664,2157640.5271,-11001161.391,-549072.01662,-1743445.3059,836040.49378,-3778494.2975,41698.387164,-5447.5688422,272653.9721,-89725.014102,317630.91452,-430349.92491,-6.4432034756e-08,2.7360567849e-09,-6.0518013904e-07,-1.5998788446e-06,1.3453565351e-07,8.6047212654e-08,2.0149708405e-06,7.6022756972e-07,-2.8460552987e-08,-4.0308831536e-08,-8.8799410495e-07,-1.5502742227e-07,1.1374411e-05,-3.469814277e-07,-9.1760775025e-07,0.24427947414,0.045753551401,0.0016388018318,0.081920953268
a18sm,ok,,3.2014573827,33059614.66,45547.694558,223923.52737,15082297.689,27208.911507,2812326.0256,15545157.86,29825.000295,-705688.77738,1194853.1862,-11076979.044,30114.291469,-933795.69122,471070.46773,-3828113.7371,6421.0386684,10123.881683,85924.921564,-43700.823971,176027.0503,-290101.9905,-3.5479138716e-08,1.2837416457e-08,-3.5229700747e-07,-9.3561711668e-07,8.8404948993e-08,-5.7858433615e-08,9.4702361371e-07,4.9642953733e-07,-9.3553639168e-11,-1.306716874e-06,-1.9498278935e-06,-1.4410637516e-07,1.3892145477e-05,1.2003970266e-10,-1.41824419e-08,0.24760812754,0.02536157794,0.059517941052,0.043134742297
ag11,ok,,3.1839936115,32879276.309,27851.476095,123706.35016,15086854.596,15284.327165,2779314.0954,15510382.656,-215940.97216,-422998.27497,699086.5633,-11002449.549,-286340.11159,-559157.26478,267143.46281,-3822786.3135,5097.8584531,2946.7298461,91168.352174,-21680.624202,103338.6894,-128977.27766,-3.3420680867e-08,2.262572997e-08,-4.6466659157e-07,-1.229015668e-06,1.0708172553e-07,1.0565420276e-07,9.3380035426e-07,5.3379704819e-07,-9.4969340857e-09,-4.2609372576e-07,-2.6353781641e-06,-6.9104072205e-08,2.4743464963e-05,-3.6756227086e-07,-9.7420820017e-07,0.24668541631,0.015114873374,0.011867339217,0.026007718244
ag09,ok,,3.1766948645,32803906.334,17641.945714,86713.201168,15074891.042,9950.4927646,2762707.4983,15529992.57,-127569.12027,-350088.66555,555456.57657,-11012383.349,-169465.92628,-462733.44249,217754.65914,-3832902.6132,-2640.8337309,3713.8118779,70808.932865,-14250.665101,83472.352142,-108962.10067,-3.2970562774e-08,3.476254343e-09,-5.4047276109e-07,-1.4295521961e-06,1.0291703666e-07,1.439786653e-07,1.2328641135e-06,6.7164840881e-07,-7.7193083805e-09,1.9165243211e-06,-3.0326945873e-06,-1.3111911052e-07,3.8014056191e-05,-3.5470397318e-07,-9.410155182e-07,0.24732384797,0.011909963179,-0.033811218032,0.021750121763
ag10,ok,,3.1806728487,32844984.696,16088.206638,77857.602916,15102087.149,8915.7876674,2774078.811,15556067.77,-118596.18603,-320686.1145,516926.2346,-11032812.872,-157208.3894,-423863.67282,201790.78481,-3842259.6157,-3132.5267698,3414.9884687,64211.471399,-12760.39227,76381.943057,-101669.29045,-3.2499866069e-08,2.5157848934e-09,-5.6111092848e-07,-1.4836397779e-06,1.0201988783e-07,1.5473085166e-07,1.2399463271e-06,6.9124092294e-07,-7.2760895068e-09,2.4826724128e-06,-3.1400996965e-06,-1.3006832231e-07,4.2429936291e-05,-3.6605855474e-07,-9.6957132847e-07,0.24741156353,0.011089901382,-0.039941746792,0.019948512731
ag12,ok,,3.1673089232,32706983.103,25022.378907,128357.35956,14976235.15,14516.012742,2735292.8172,15367902.075,-48821.75959,-350820.49548,595200.10821,-10859368.897,-70371.106325,-463674.66777,231018.64829,-3759122.4169,-10792.772113,7747.6524958,55257.688403,-18613.015539,81212.911467,-129743.41945,-2.986075558e-08,-3.9333806628e-09,-3.6362747277e-07,-9.6618451574e-07,9.4272687031e-08,7.9356575708e-08,8.7569469584e-07,4.7368360911e-07,-2.7067825471e-09,2.1102236257e-06,-1.8714566079e-06,-1.1002294056e-07,2.6031606672e-05,-1.1861262428e-07,-3.2983798869e-07,0.24520392447,0.012851423104,-0.052802815141,0.021911964486
ag13,ok,,3.1660506984,32693990.135,22040.011275,116031.38743,14983352.459,12903.677575,2732739.8375,15397589.423,-60607.178958,-377048.92164,636667.84417,-10865307.415,-84860.585125,-498396.86421,247697.90968,-3765937.6079,-9107.6998764,6742.9485214,61314.5379,-17806.087231,87453.466412,-137748.98137,-3.1899687081e-08,-3.9523718785e-09,-4.4086547631e-07,-1.1699496691e-06,9.6242179187e-08,9.9724564126e-08,1.0682223649e-06,5.70650612e-07,-3.8153281676e-09,2.4043242605e-06,-2.094337652e-06,-1.2974222513e-07,2.9289790912e-05,-1.5664222149e-07,-4.2874490994e-07,0.24530878069,0.013739932976,-0.05299133381,0.023543632965
ag14,ok,,3.1646902606,32679941.674,18659.343506,101982.59619,14994145.468,11070.509621,2730016.712,15440160.081,-81498.844945,-403470.8233,676174.66361,-10872534.78,-111014.38212,-533327.6499,263636.35858,-3775352.7984,-7128.2993002,5472.7190851,69386.907826,-16836.224396,93677.16322,-143685.15039,-3.4945270124e-08,-4.5776647783e-09,-5.5457208595e-07,-1.4695663609e-06,9.9968611191e-08,1.3688251133e-07,1.3517004796e-06,7.0962137229e-07,-5.9278085806e-09,2.9729062921e-06,-2.3419599548e-06,-1.5499217676e-07,3.4150248037e-05,-2.3000906715e-07,-6.1956640116e-07,0.24538552343,0.014586458935,-0.055472479713,0.025221843566
ag16,ok,,3.1714055912,32749287.042,33548.89163,164328.03908,14965369.678,19269.573,2743256.21,15327213.406,-18755.709882,-348623.97595,597210.26683,-10851526.403,-33672.921627,-460801.98688,231504.70292,-3746391.5412,-12058.954216,9920.3376375,48794.774992,-22904.400632,80971.683197,-134711.4236,-2.7954843416e-08,-2.5011707385e-09,-2.6558841578e-07,-7.0779374266e-07,9.14881752e-08,3.8602450973e-08,6.4593285263e-07,3.555347925e-07,-1.2431478682e-09,1.0912568024e-06,-1.6096184734e-06,-8.9923644609e-08,1.960243641e-05,-5.3266912257e-08,-1.6013868883e-07,0.24498151679,0.012883041754,-0.036610456204,0.021670331273
ag17,ok,,3.1690290947,32724746.325,27951.397586,141379.85799,14975523.843,16206.867566,2738556.1511,15366019.157,-42916.183789,-380711.16778,644901.93678,-10860052.463,-63430.710565,-503283.22326,250764.08025,-3756655.9346,-9940.3777347,8266.2009926,58024.777743,-20935.815184,88679.402138,-142350.99911,-3.0085322786e-08,-2.0654000336e-09,-3.4861504116e-07,-9.2672143008e-07,9.3730554795e-08,6.1711973786e-08,8.4746457595e-07,4.5884266917e-07,-2.4856728e-09,1.4226383677e-06,-1.8698144293e-06,-1.1019669184e-07,2.3313558318e-05,-9.9519377254e-08,-2.8005718405e-07,0.24516201792,0.013906786146,-0.039764730637,0.023687819302
ag18,ok,,3.1669291455,32703061.354,22866.779584,120756.46576,14985392.802,13467.186995,2734331.7356,15409116.08,-65908.981301,-413085.78975,692662.38006,-10867600.435,-92034.503843,-546116.95711,270193.06778,-3766564.5748,-7712.0633468,6663.5098452,67498.715757,-19293.736403,96338.673681,-149987.32767,-3.3075854828e-08,-1.8863234121e-09,-4.587485193e-07,-1.2172580347e-06,9.6985706162e-08,9.3000273562e-08,1.1247821021e-06,5.9592774932e-07,-4.3325601979e-09,1.873132229e-06,-2.1870631133e-06,-1.3713609595e-07,2.8063698261e-05,-1.622628553e-07,-4.4352965467e-07,0.24530080626,0.014928371382,-0.042832501813,0.02572014441
ag23,ok,,3.1818718183,32857365.768,58943.486468,259865.76124,14966189.635,32986.231229,2763749.1272,15301891.881,-19398.76167,-401772.45719,716809.17427,-10852899.825,-38844.927128,-531574.72164,273129.36533,-3734443.9017,-2741.7787225,12522.937293,51110.643353,-37248.395582,95901.8147,-162582.97382,-2.7021298319e-08,4.6018248596e-09,-1.859197195e-07,-4.9657070744e-07,9.0207614449e-08,2.3867334972e-09,4.2455396153e-07,2.4478184112e-07,-9.2114597804e-10,-3.1139262179e-07,-1.2974135013e-06,-5.8852298674e-08,1.1452044415e-05,-3.3462298493e-08,-1.0663025113e-07,0.24448092121,0.015520270402,0.018354566789,0.025024690687
ag24,ok,,3.1792469637,32830260.399,51719.91166,233769.41359,14967001.907,29141.077664,2758557.2062,15311713.29,-21349.176354,-408754.5546,722039.28084,-10852817.724,-40250.213835,-540700.77235,276402.72075,-3737743.8989,-5249.5198924,11809.759821,53240.396476,-33871.164319,97187.929043,-163686.39678,-2.7657029435e-08,3.9458955758e-09,-2.1207192909e-07,-5.6586713935e-07,9.0692052106e-08,8.1245358865e-09,4.9174561611e-07,2.8003043776e-07,-1.0960870194e-09,-1.4363214528e-07,-1.391009737e-06,-6.7946113778e-08,1.296284803e-05,-3.9326149117e-08,-1.2237134661e-07,0.24460950353,0.015617893444,0.0074286418656,0.025433039824
ag19,ok,,3.1656244527,32689588.539,19501.685227,107211.87179,14994171.367,11673.711092,2731684.1111,15448661.304,-83380.523642,-437814.95619,728438.04689,-10873597.122,-113899.12376,-578805.96944,284907.05705,-3774706.3922,-5904.8636839,5492.4782706,75036.097968,-18339.135342,102165.01409,-155544.75945,-3.6064154074e-08,-1.8856455497e-09,-5.6328086079e-07,-1.4929169301e-06,1.0041455112e-07,1.2281501109e-07,1.3979154094e-06,7.2568272732e-07,-6.3062280696e-09,2.2747918612e-06,-2.4667894805e-06,-1.6234522737e-07,3.2382551904e-05,-2.2508617715e-07,-6.0732993203e-07,0.24537354741,0.015689025019,-0.044362274834,0.027261706289
ag25,ok,,3.1757681625,32794336.813,41329.064661,195758.11689,14974341.132,23645.53097,2751673.6129,15345904.651,-40425.813687,-448294.17641,778247.49815,-10858858.828,-62865.467437,-592909.1249,299950.73628,-3747060.1575,-6026.3428615,10041.848354,63091.987621,-29997.583739,106397.86789,-174262.98745,-2.9831653511e-08,4.2694866312e-09,-2.8524719387e-07,-7.5916331858e-07,9.2524403722e-08,2.2991436098e-08,6.7368740155e-07,3.7408331554e-07,-2.0397172013e-09,1.022119973e-07,-1.611899725e-06,-8.8817151559e-08,1.5977823152e-05,-6.8170133212e-08,-1.9745095166e-07,0.24483831266,0.016808080233,-0.0042243262456,0.02784287018
ag26,ok,,3.1745133187,32781378.761,33171.194879,165725.5889,14988415.575,19370.760159,2750026.1737,15391014.458,-63539.249023,-480903.37506,816844.30213,-10875188.074,-91271.959496,-635966.68965,317041.21521,-3759535.8423,-5824.7954852,8370.6730314,73797.23141,-26995.282151,113797.45447,-179606.19102,-3.2453345168e-08,3.6828478337e-09,-3.7110301854e-07,-9.8584435031e-07,9.5165726053e-08,4.6541488381e-08,8.993409789e-07,4.8409433461e-07,-3.5705704881e-09,4.6401464227e-07,-1.8380549466e-06,-1.1296411491e-07,1.9506919718e-05,-1.1338476263e-07,-3.1545044927e-07,0.24513219247,0.017599332343,-0.015391920125,0.029832214874
ag27,ok,,3.1737112717,32773096.482,25900.982502,139362.66074,15004118.35,15595.07339,2749237.3188,15448930.276,-84000.879335,-514444.81411,855518.86193,-10893203.621,-116516.86012,-680269.05089,334618.00897,-3773245.9142,-4975.0628964,6733.8866682,85219.89275,-24506.34346,121187.05406,-185096.6996,-3.6186821271e-08,1.737575662e-09,-4.8847647763e-07,-1.2957795544e-06,9.893089305e-08,8.0731104488e-08,1.2308614105e-06,6.3599841043e-07,-5.8227561421e-09,1.0112870507e-06,-2.1107253417e-06,-1.4747900515e-07,2.4233940298e-05,-1.7551388982e-07,-4.7802024944e-07,0.24541241976,0.018379313631,-0.026193328205,0.031880519856
ag35,ok,,3.1967502649,33011006.954,60867.820731,255441.63338,15063151.39,33416.89212,2803651.5877,15421137.367,-550662.60471,-771802.41941,1392779.811,-10998712.543,-727830.21439,-1020145.3562,508947.46319,-3794121.3884,38028.144113,-5181.7389597,181690.72066,-56521.428622,190176.5204,-236987.56382,-4.1764916729e-08,3.8632159101e-08,-4.4807581805e-07,-1.1844405377e-06,1.3175829393e-07,1.1323753442e-07,7.7994287875e-07,4.6105393451e-07,-1.9379954566e-08,-5.9334253097e-07,-1.3700571949e-06,-1.2969411271e-08,1.1304971963e-05,-4.1818071192e-07,-1.1054015194e-06,0.2462277256,0.030527110866,0.036115466808,0.047473423324
ag36,ok,,3.1930164054,32972449.529,53833.810962,226425.42346,15066154.239,29360.430911,2796290.3381,15436442.968,-507978.61915,-723122.79598,1305662.4461,-11009191.698,-671452.19861,-955807.26405,478244.15189,-3804015.5174,32691.809809,-4167.0890987,168647.23036,-49940.143028,178431.12545,-224624.8167,-4.1683009058e-08,4.115724084e-08,-4.7646517353e-07,-1.2594957427e-06,1.3118257205e-07,1.1759809921e-07,8.2541442491e-07,4.9096326146e-07,-1.899337856e-08,-6.6495735344e-07,-1.5626764534e-06,-1.4488265676e-08,1.2869636998e-05,-4.3822482564e-07,-1.1584369537e-06,0.24660706174,0.028625192532,0.035797188463,0.044435204116
ag37,ok,,3.1925601761,32967738.311,49053.559495,204475.95608,15082846.792,26464.088996,2797181.2478,15463313.679,-467829.43154,-682078.71154,1242985.2139,-11024770.005,-618399.19248,-901558.2087,455485.48719,-3815254.4487,28860.359622,-3538.292511,155689.23894,-45261.392742,168591.7793,-217483.64381,-4.1457287541e-08,4.382180553e-08,-4.9931673155e-07,-1.319900507e-06,1.2958449287e-07,1.1748736261e-07,8.5200680475e-07,5.1428913783e-07,-1.8205819394e-08,-7.7401903488e-07,-1.7437742079e-06,-1.4961017906e-08,1.4280882753e-05,-4.4623784626e-07,-1.179639116e-06,0.24685717069,0.027250396637,0.037968388778,0.041793966487
ag38,ok,,3.1905724621,32947212.327,42569.99006,174808.25682,15098167.528,22612.012744,2794632.9815,15495204.021,-397998.1065,-627753.64932,1154658.5025,-11052811.215,-526121.47611,-829756.07633,424656.29806,-3832386.5719,25246.692375,-2642.4425309,136054.10829,-39058.572176,156088.65631,-209872.13231,-4.1000434964e-08,5.0764299793e-08,-5.3259941022e-07,-1.4078888153e-06,1.2595410037e-07,1.030192493e-07,8.9400172483e-07,5.5073257465e-07,-1.6596802636e-08,-1.2075077113e-06,-2.1844879678e-06,-1.8119985651e-08,1.6718373642e-05,-4.4335794627e-07,-1.1720768189e-06,0.2474690648,0.025294448064,0.051403591266,0.038057644539
ag44ct02r,ok,,3.1713939756,32749167.109,38672.799382,176839.18159,14976376.524,21492.56282,2743013.5299,15348287.695,-134990.34983,-356207.68337,594358.8027,-10826774.978,-183956.38454,-470896.44056,226929.06275,-3744973.3787,-4685.8589989,7996.3551385,69600.398059,-25447.10878,84506.0253,-114827.59126,-2.8280493053e-08,6.0441678441e-09,-2.6975794572e-07,-7.1626857308e-07,9.63369164e-08,6.2072342216e-08,5.7789289019e-07,3.2721142499e-07,-3.9608597353e-09,3.4390623989e-07,-1.6088895142e-06,-5.7438766348e-08,1.7586728911e-05,-1.7542243455e-07,-4.7497736262e-07,0.24416875275,0.012903210724,-0.013299817021,0.022348735806
ag455ct02r,ok,,3.1696191631,32730839.616,29352.805736,139701.32221,14992830.665,16451.663517,2740998.986,15382160.078,-143158.83386,-329288.38941,545932.89925,-10857947.563,-192573.62292,-435209.72069,208640.32469,-3763247.2112,-6492.2111414,6682.4099205,68164.039434,-20009.093704,77763.450123,-102653.6686,-2.9013327463e-08,4.9941574899e-09,-3.3086269353e-07,-8.7703853026e-07,9.8550943523e-08,9.6488839884e-08,7.1054560704e-07,3.9606702796e-07,-4.9408224437e-09,1.1957928487e-06,-1.8117742984e-06,-6.5183644309e-08,2.2981646484e-05,-2.3865817432e-07,-6.3948000584e-07,0.24480705123,0.011854567937,-0.035099875188,0.02085650717
ag45c03,ok,,3.1721853561,32757339.227,32258.021651,158047.91759,14981278.31,18459.699237,2745411.8275,15359157.977,64880.845353,-417359.99484,924929.50396,-10832816.736,79349.707519,-551463.10616,340534.26581,-3748524.4703,-15816.465037,10890.528848,20621.143508,-26303.236889,98139.583677,-230791.09656,-3.2589390254e-08,8.1282774653e-09,-4.023861238e-07,-1.0679147011e-06,8.6095169357e-08,1.5848515093e-08,8.0811601134e-07,4.8776938457e-07,1.7304128184e-09,1.4036123024e-06,-1.4678293179e-06,-8.5365112239e-08,2.0479738352e-05,6.0301955085e-08,1.4497399358e-07,0.24421118135,0.02036708323,-0.045277756041,0.02606822379
ag45ct02r,ok,,3.1684755984,32719030.684,33462.293003,157338.82974,14972106.579,18735.592648,2736749.341,15349048.71,-141098.6082,-335627.88512,554100.221,-10823108.901,-191116.44425,-443617.3777,211754.61907,-3746362.1974,-6430.8973521,7479.6129616,68908.050617,-22242.548972,79173.132872,-104279.77094,-2.8456984602e-08,4.8063628361e-09,-2.9379221276e-07,-7.796118407e-07,9.7465613014e-08,8.0945188642e-08,6.3403170996e-07,3.5414234273e-07,-4.4246911371e-09,8.3165195765e-07,-1.677264235e-06,-6.0332642915e-08,2.0176147067e-05,-2.0863051606e-07,-5.620702051e-07,0.24424080079,0.01203580285,-0.027828981483,0.021216154851
ag46ct02r,ok,,3.166088641,32694381.946,26227.208776,124470.53462,14989115.711,14585.317426,2733293.5678,15384835.178,-130736.73883,-302237.15209,500259.15177,-10852767.522,-175521.87718,-399450.41681,191571.50498,-3764996.7316,-6010.8708216,6076.2401815,62393.912531,-17688.616128,71431.895103,-94325.876517,-2.8721327386e-08,5.4863305585e-09,-3.4186956999e-07,-9.0588830364e-07,9.8282271763e-08,9.8453193657e-08,7.289840198e-07,4.0910318121e-07,-4.658061932e-09,1.3191203818e-06,-2.0637336593e-06,-6.7210369951e-08,2.5925344758e-05,-2.4569101824e-07,-6.5730784328e-07,0.2448713936,0.010866079917,-0.034596845654,0.019119216082
ag46c03,ok,,3.1631146329,32663671.07,25517.6087,123564.06998,14971298.324,14322.154286,2725497.6672,15365207.885,89924.112446,-365124.3638,837163.03902,-10810495.648,114360.99641,-482460.35455,308247.57719,-3749481.6201,-12879.291468,9137.6483935,8822.5487346,-20858.645018,86166.493334,-215005.84783,-3.2641694024e-08,1.2305392445e-08,-4.5708225314e-07,-1.2119861367e-06,8.3992069371e-08,-5.2958448001e-09,8.9018158866e-07,5.5503534587e-07,3.1390394491e-09,1.5829694051e-06,-2.0040501162e-06,-9.7929074853e-08,2.6401872979e-05,1.2700679709e-07,3.2268183517e-07,0.24418131165,0.018487133084,-0.040393593864,0.022715305452
ag47c03,ok,,3.1508999461,32537537.003,17626.34187,87837.193409,14938739.677,9848.1656805,2697348.893,15342155.081,117956.5425,-302476.08922,729792.2554,-10750054.52,152802.43383,-399638.11148,268129.15929,-3734923.7013,-11760.388341,7538.2077321,-3746.4116379,-14773.997951,70904.628905,-194129.81035,-3.2905917014e-08,1.2593029009e-08,-5.5807451175e-07,-1.478796254e-06,8.0428111973e-08,-2.294243917e-08,1.0570491445e-06,6.7758311836e-07,5.3508718026e-09,3.0912080168e-06,-2.6252598902e-06,-1.1947208202e-07,3.8400744947e-05,2.6160721742e-07,6.7873316757e-07,0.24359538957,0.016192415654,-0.054486689296,0.018631909595
ag47ct02r,ok,,3.1551113921,32581026.191,17674.966249,85547.708454,14963943.838,9742.6688441,2708375.4809,15369937.443,-104230.16187,-237340.5163,391192.35338,-10805614.663,-139553.7247,-313660.1519,150327.57414,-3755387.2175,-5644.7926692,4561.2545356,49511.897474,-11844.954154,55678.149235,-73327.632306,-2.8383218684e-08,4.5966721628e-09,-4.0237426511e-07,-1.0656935375e-06,9.8422527673e-08,1.2486378027e-07,8.5418581472e-07,4.8130250792e-07,-4.371575688e-09,2.6344081826e-06,-2.8591164112e-06,-7.8892016136e-08,3.8817260449e-05,-2.9392002491e-07,-7.8446769108e-07,0.24449010681,0.0085146072371,-0.046563075714,0.015097705446
ag53,ok,,3.1767569262,32804547.209,51409.53336,218579.78911,14990338.47,27865.458351,2755219.4678,15353827.337,-62756.619709,-333879.40869,575600.06584,-10872831.769,-90768.409155,-441626.20413,220323.3419,-3757156.9744,1245.9747611,9466.8405558,51494.020102,-31219.341756,80659.471733,-123524.68259,-2.637055866e-08,6.8662746718e-09,-1.8635536818e-07,-4.9611534079e-07,9.1648001389e-08,1.1256597749e-08,4.0110154429e-07,2.3657361252e-07,-1.5278991413e-09,-5.5949785742e-07,-1.6024439088e-06,-5.0207669529e-08,1.3564757603e-05,-7.0769380011e-08,-1.9992752404e-07,0.2448873047,0.012460587238,0.028763523766,0.020620443222
ag52,ok,,3.1774538767,32811744.227,55683.080029,233470.52376,14988042.74,30057.956783,2756280.4476,15347875.603,-52753.361946,-326728.5571,567436.40131,-10866337.41,-78149.168671,-432238.48591,216946.97186,-3753444.1894,3033.8447507,9867.273552,48346.107525,-33187.081753,79095.748799,-123200.44627,-2.5986531991e-08,6.6930432714e-09,-1.6855968914e-07,-4.490684599e-07,9.1012528882e-08,5.3020760253e-09,3.6224232219e-07,2.1532328457e-07,-1.2168701365e-09,-6.6020395395e-07,-1.5423257163e-06,-4.6754342212e-08,1.2575408033e-05,-5.7419835992e-08,-1.6475097115e-07,0.24472035742,0.0122865108,0.036762189604,0.020170768216
ag54,ok,,3.1754169898,32790710.454,43263.350269,190288.39426,14994766.451,23711.43067,2753109.3154,15366804.899,-82499.574252,-348341.32765,591904.42468,-10885227.56,-115671.66464,-460626.19835,227135.82033,-3764404.3557,-1918.427773,8636.0735239,57915.217099,-27505.616424,83700.757953,-124132.1039,-2.7324997532e-08,6.7874004591e-09,-2.2963293839e-07,-6.1049925444e-07,9.3225161796e-08,2.7417858687e-08,4.9859242813e-07,2.885676262e-07,-2.3254080589e-09,-2.5003706589e-07,-1.7189390625e-06,-5.8920837843e-08,1.5941158355e-05,-1.0391303943e-07,-2.8718744308e-07,0.24520163416,0.012806678578,0.010817441162,0.02157077886
ag55,ok,,3.1739899437,32775974.168,31701.791839,147390.05231,15011096.353,17694.111826,2751725.146,15406213.246,-116445.94858,-373413.84705,623621.70304,-10911320.07,-158298.18469,-493665.35927,240140.92831,-3780347.1825,-3610.9431037,6715.7271198,68545.515301,-22356.986021,89193.686222,-126204.00028,-2.9716238436e-08,7.2378610964e-09,-3.3386281076e-07,-8.8562368035e-07,9.7199087413e-08,6.609723203e-08,7.3335235499e-07,4.1214994193e-07,-4.4212721538e-09,3.9761120748e-07,-2.0120455262e-06,-7.8263960105e-08,2.1365109066e-05,-1.8650376756e-07,-5.0366568943e-07,0.24572551213,0.013481516808,-0.012604987733,0.023248583703
ah21-7,ok,,3.1800931323,32838998.296,73683.414419,288661.69468,14996913.077,38918.46914,2760381.4063,15362865.964,70553.226279,-386090.37835,761283.53421,-10850599.95,82362.751303,-511549.78206,288175.25215,-3745764.0477,22948.394218,9982.5748259,23213.966477,-44686.445209,96176.314707,-192169.01988,-2.6256589059e-08,1.2254572825e-08,-1.5243444844e-07,-4.0652225743e-07,8.7272777618e-08,-4.8135675266e-08,3.3132538573e-07,2.0800012723e-07,8.4233556704e-10,-1.4628807265e-06,-1.6137017527e-06,-5.556005579e-08,9.7143682726e-06,3.3717135988e-08,7.553357212e-08,0.24420278944,0.016539239873,0.10779004682,0.024413185704
ah21-9,ok,,3.1613520752,32645470.147,45066.661377,181157.03924,14963596.747,23452.059112,2719134.9787,15356320.131,49534.722939,-304466.11452,593215.28253,-10830950.598,60135.429421,-403007.48445,226406.79299,-3755166.6277,13583.187769,6516.0912734,19879.101343,-27520.568808,76351.1246,-150154.5364,-2.6443312015e-08,1.6523201912e-08,-1.9827580595e-07,-5.2695080002e-07,8.8814736794e-08,-5.8791321338e-08,4.2505293829e-07,2.6922322471e-07,8.1986236835e-10,-2.314630125e-06,-2.675109551e-06,-7.0936090952e-08,1.6125114477e-05,4.1248325451e-08,9.8263814995e-08,0.24479995134,0.01292228928,0.10431265206,0.019155716837
